Gene	Ensembl
FMO3	ENSG00000007933
NAT2	ENSG00000156006
ABCG8	ENSG00000143921
PROC	ENSG00000115718
DPYS	ENSG00000147647
ITIH4	ENSG00000055955
TTPA	ENSG00000137561
ACOT12	ENSG00000172497
CYP3A7	ENSG00000160870
CYP2B6	ENSG00000197408
PRODH2	ENSG00000250799
SDS	ENSG00000135094
SLC39A5	ENSG00000139540
ADH4	ENSG00000198099
CA5A	ENSG00000174990
GYS2	ENSG00000111713
C5	ENSG00000106804
CYP8B1	ENSG00000180432
LIPC	ENSG00000166035
ALDOB	ENSG00000136872
CYP2D6	ENSG00000100197
FETUB	ENSG00000090512
CYP26A1	ENSG00000095596
HSD17B6	ENSG00000025423
UGT1A1	ENSG00000241635
APOC3	ENSG00000110245
KLKB1	ENSG00000164344
SLC22A9	ENSG00000149742
AC132217.2	ENSG00000284779
LBP	ENSG00000129988
LEAP2	ENSG00000164406
MAT1A	ENSG00000151224
PRAMEF10	ENSG00000187545
CLDN14	ENSG00000159261
TAT	ENSG00000198650
USH2A	ENSG00000042781
ACMSD	ENSG00000153086
ADH1C	ENSG00000248144
ATF5	ENSG00000169136
LRG1	ENSG00000171236
MPPED1	ENSG00000186732
MTTP	ENSG00000138823
SLC27A5	ENSG00000083807
SLC28A1	ENSG00000156222
UGT2B7	ENSG00000171234
CYP2C9	ENSG00000138109
PON3	ENSG00000105852
SAA1	ENSG00000173432
SAA2	ENSG00000134339
GCKR	ENSG00000084734
GOLGA6B	ENSG00000215186
MOGAT2	ENSG00000166391
MT1B	ENSG00000169688
C8G	ENSG00000176919
CFB	ENSG00000243649
DMGDH	ENSG00000132837
GOLGA6A	ENSG00000159289
SERPINA6	ENSG00000170099
SLC22A25	ENSG00000196600
AKR1C4	ENSG00000198610
GC	ENSG00000145321
GCGR	ENSG00000215644
NR1I3	ENSG00000143257
ABCB4	ENSG00000005471
ALDH8A1	ENSG00000118514
HAO2	ENSG00000116882
RBP4	ENSG00000138207
SERPINF2	ENSG00000167711
SLCO1B3	ENSG00000111700
TM6SF2	ENSG00000213996
ADGRG7	ENSG00000144820
CPN2	ENSG00000178772
FOXA3	ENSG00000170608
IL27	ENSG00000197272
SRD5A2	ENSG00000277893
TFR2	ENSG00000106327
GLYAT	ENSG00000149124
KHK	ENSG00000138030
OIT3	ENSG00000138315
SERPIND1	ENSG00000099937
UGT1A3	ENSG00000243135
ABCB11	ENSG00000073734
ADH6	ENSG00000172955
ANGPTL3	ENSG00000132855
BCHE	ENSG00000114200
FABP1	ENSG00000163586
HSD11B1	ENSG00000117594
MOGAT3	ENSG00000106384
PIPOX	ENSG00000179761
SLC2A2	ENSG00000163581
ZNF511-PRAP1	ENSG00000283496
AFM	ENSG00000079557
C6	ENSG00000039537
CCDC152	ENSG00000198865
GATM	ENSG00000171766
HABP2	ENSG00000148702
LPA	ENSG00000198670
PAH	ENSG00000171759
PRAMEF33	ENSG00000237700
PZP	ENSG00000126838
ACSM5	ENSG00000183549
ANGPTL8	ENSG00000130173
C4BPA	ENSG00000123838
C4BPB	ENSG00000123843
CHST13	ENSG00000180767
EHHADH	ENSG00000113790
GLYCTK	ENSG00000168237
HAL	ENSG00000084110
IGFALS	ENSG00000099769
MLIP	ENSG00000146147
NADK2	ENSG00000152620
PLG	ENSG00000122194
SLC13A5	ENSG00000141485
SLC51A	ENSG00000163959
TM4SF4	ENSG00000169903
AFP	ENSG00000081051
AKR1C8P	ENSG00000264006
AQP9	ENSG00000103569
BHMT2	ENSG00000132840
GLS2	ENSG00000135423
IDO2	ENSG00000188676
MST1	ENSG00000173531
TMPRSS6	ENSG00000187045
UNC93A	ENSG00000112494
ACY1	ENSG00000243989
CES1	ENSG00000198848
DAO	ENSG00000110887
GNMT	ENSG00000124713
NPC1L1	ENSG00000015520
SLC22A7	ENSG00000137204
TTC36	ENSG00000172425
UGT2A2	ENSG00000271271
UGT2B15	ENSG00000196620
UPP2	ENSG00000007001
AGMO	ENSG00000187546
ANGPTL6	ENSG00000130812
APOC1	ENSG00000130208
ARID3C	ENSG00000205143
C11orf54	ENSG00000182919
C3	ENSG00000125730
CP	ENSG00000047457
CYP2A13	ENSG00000197838
CYP3A43	ENSG00000021461
CYP3A7-CYP3A51P	ENSG00000282301
DHODH	ENSG00000102967
EVA1A	ENSG00000115363
FCN3	ENSG00000142748
HGD	ENSG00000113924
NR1I2	ENSG00000144852
PROZ	ENSG00000126231
RIDA	ENSG00000132541
RTN4RL2	ENSG00000186907
SLC17A4	ENSG00000146039
SLC25A18	ENSG00000182902
TRIM40	ENSG00000204614
UGT2B17	ENSG00000197888
UPB1	ENSG00000100024
AC002094.3	ENSG00000273171
AMN	ENSG00000166126
CLEC1B	ENSG00000165682
CYP27A1	ENSG00000135929
CYP4A22	ENSG00000162365
DCXR	ENSG00000169738
DGAT2	ENSG00000062282
F5	ENSG00000198734
HAAO	ENSG00000162882
HMGCS2	ENSG00000134240
KNG1	ENSG00000113889
MLXIPL	ENSG00000009950
NAGS	ENSG00000161653
SLC23A1	ENSG00000170482
SULT1A2	ENSG00000197165
THPO	ENSG00000090534
TM4SF5	ENSG00000142484
TNFSF14	ENSG00000125735
UGT2A3	ENSG00000135220
VNN1	ENSG00000112299
ACAT2	ENSG00000120437
AL121845.2	ENSG00000273047
AOX1	ENSG00000138356
ASL	ENSG00000126522
ASS1	ENSG00000130707
BBOX1	ENSG00000129151
BDH1	ENSG00000161267
C2	ENSG00000166278
CCL15	ENSG00000275718
CD1D	ENSG00000158473
CETP	ENSG00000087237
CFH	ENSG00000000971
COLEC10	ENSG00000184374
CYP2C19	ENSG00000165841
CYP4F3	ENSG00000186529
DEPDC7	ENSG00000121690
DNAJC25	ENSG00000059769
DNASE1L3	ENSG00000163687
EPO	ENSG00000130427
FGL1	ENSG00000104760
FMO4	ENSG00000076258
FMO5	ENSG00000131781
FTCD	ENSG00000160282
G6PC	ENSG00000131482
GLTPD2	ENSG00000182327
HJV	ENSG00000168509
HPR	ENSG00000261701
IGFBP1	ENSG00000146678
IL1RAP	ENSG00000196083
KDM8	ENSG00000155666
MTHFD1	ENSG00000100714
OXER1	ENSG00000162881
PCK2	ENSG00000100889
PCSK9	ENSG00000169174
PFKFB1	ENSG00000158571
PLGLB1	ENSG00000183281
PRAP1	ENSG00000165828
SARDH	ENSG00000123453
SLC38A3	ENSG00000188338
SPDYC	ENSG00000204710
TF	ENSG00000091513
TRIM15	ENSG00000204610
TRIM55	ENSG00000147573
UGT1A6	ENSG00000167165
UGT3A1	ENSG00000145626
VNN3	ENSG00000093134
ZGPAT	ENSG00000197114
A1CF	ENSG00000148584
AADAT	ENSG00000109576
ABCC6	ENSG00000091262
ADAMTS13	ENSG00000160323
ADCY10	ENSG00000143199
ADRA1B	ENSG00000170214
AGT	ENSG00000135744
ALDH6A1	ENSG00000119711
ANKRD55	ENSG00000164512
ANKS4B	ENSG00000175311
APOA1	ENSG00000118137
C1S	ENSG00000182326
C2orf72	ENSG00000204128
C4B	ENSG00000224389
CBSL	ENSG00000274276
CDHR5	ENSG00000099834
CFI	ENSG00000205403
CLEC4M	ENSG00000104938
CLRN3	ENSG00000180745
CPS1	ENSG00000021826
CTH	ENSG00000116761
CUX2	ENSG00000111249
CXCL2	ENSG00000081041
DECR2	ENSG00000242612
EXOC3L4	ENSG00000205436
FP565260.4	ENSG00000279493
GCHFR	ENSG00000137880
GCK	ENSG00000106633
GGCX	ENSG00000115486
GLDC	ENSG00000178445
GLOD5	ENSG00000171433
GLUD2	ENSG00000182890
GPLD1	ENSG00000112293
GSTA2	ENSG00000244067
GSTZ1	ENSG00000100577
HAMP	ENSG00000105697
HPD	ENSG00000158104
HSD3B7	ENSG00000099377
IGSF23	ENSG00000216588
INSIG1	ENSG00000186480
KMO	ENSG00000117009
KRTAP5-6	ENSG00000205864
LCAT	ENSG00000213398
LGSN	ENSG00000146166
MTHFS	ENSG00000136371
NDST3	ENSG00000164100
NEU4	ENSG00000204099
NR5A2	ENSG00000116833
OSGIN1	ENSG00000140961
PECR	ENSG00000115425
PNPLA3	ENSG00000100344
RGN	ENSG00000130988
RIPPLY1	ENSG00000147223
SAA2-SAA4	ENSG00000255071
SERPINA3	ENSG00000196136
SERPINA4	ENSG00000100665
SHBG	ENSG00000129214
SLC25A13	ENSG00000004864
SLC43A1	ENSG00000149150
SMLR1	ENSG00000256162
ST6GAL1	ENSG00000073849
SULT2A1	ENSG00000105398
SYT12	ENSG00000173227
TLCD4	ENSG00000152078
TMEM176B	ENSG00000106565
UGT2A1	ENSG00000173610
WNT3	ENSG00000108379
XDH	ENSG00000158125
AC068580.4	ENSG00000250644
ACAA1	ENSG00000060971
ACOX2	ENSG00000168306
ACY3	ENSG00000132744
ADCY1	ENSG00000164742
AGMAT	ENSG00000116771
APOE	ENSG00000130203
APOM	ENSG00000204444
ARG1	ENSG00000118520
ASB9	ENSG00000102048
CAPN12	ENSG00000182472
CLCN5	ENSG00000171365
CRHBP	ENSG00000145708
CYP39A1	ENSG00000146233
CYP3A4	ENSG00000160868
DNAJC22	ENSG00000178401
ETNK2	ENSG00000143845
F11	ENSG00000088926
FCN2	ENSG00000160339
FUOM	ENSG00000148803
GAS2	ENSG00000148935
GLYATL1	ENSG00000166840
GNE	ENSG00000159921
GOLT1A	ENSG00000174567
GOT1	ENSG00000120053
HNF1A	ENSG00000135100
HSD17B2	ENSG00000086696
ICAM3	ENSG00000076662
KLB	ENSG00000134962
LBX2	ENSG00000179528
LEPR	ENSG00000116678
LIME1	ENSG00000203896
NUGGC	ENSG00000189233
OAF	ENSG00000184232
ONECUT1	ENSG00000169856
PBLD	ENSG00000108187
PCSK6	ENSG00000140479
PRG4	ENSG00000116690
PROS1	ENSG00000184500
RNASE4	ENSG00000258818
SELENOP	ENSG00000250722
SLC22A18AS	ENSG00000254827
SLC6A12	ENSG00000111181
TEX30	ENSG00000151287
UNC5CL	ENSG00000124602
AADAC	ENSG00000114771
AASS	ENSG00000008311
ABAT	ENSG00000183044
ABCA6	ENSG00000154262
ABCC2	ENSG00000023839
ABCC3	ENSG00000108846
ABCC9	ENSG00000069431
ABCD3	ENSG00000117528
ABHD15	ENSG00000168792
ABHD6	ENSG00000163686
ABLIM3	ENSG00000173210
ACAA2	ENSG00000167315
ACAD11	ENSG00000240303
ACADL	ENSG00000115361
ACADM	ENSG00000117054
ACADS	ENSG00000122971
ACADSB	ENSG00000196177
ACAT1	ENSG00000075239
ACBD4	ENSG00000181513
ACKR2	ENSG00000144648
ACO1	ENSG00000122729
ACOT1	ENSG00000184227
ACOT13	ENSG00000112304
ACOT2	ENSG00000119673
ACOT4	ENSG00000177465
ACOT6	ENSG00000205669
ACOX1	ENSG00000161533
ACSL1	ENSG00000151726
ACSL5	ENSG00000197142
ACSM3	ENSG00000005187
ACSS3	ENSG00000111058
ADAMTSL2	ENSG00000197859
ADGRA3	ENSG00000152990
ADGRG6	ENSG00000112414
ADH1B	ENSG00000196616
ADHFE1	ENSG00000147576
ADI1	ENSG00000182551
ADK	ENSG00000156110
ADRA1A	ENSG00000120907
AFMID	ENSG00000183077
AGPAT2	ENSG00000169692
AGTR1	ENSG00000144891
AIG1	ENSG00000146416
AK4	ENSG00000162433
AKR1C1	ENSG00000187134
AKR1C2	ENSG00000151632
AKR7A3	ENSG00000162482
AL135905.2	ENSG00000285976
AL163636.1	ENSG00000259171
AL645922.1	ENSG00000244255
ALAD	ENSG00000148218
ALAS1	ENSG00000023330
ALDH1A1	ENSG00000165092
ALDH1B1	ENSG00000137124
ALDH1L1	ENSG00000144908
ALDH2	ENSG00000111275
ALDH3A2	ENSG00000072210
ALDH4A1	ENSG00000159423
ALDH5A1	ENSG00000112294
ALDH7A1	ENSG00000164904
AMACR	ENSG00000242110
AMDHD1	ENSG00000139344
AMT	ENSG00000145020
ANGPTL4	ENSG00000167772
AP000781.2	ENSG00000254979
APMAP	ENSG00000101474
APOL1	ENSG00000100342
APOL6	ENSG00000221963
AQP11	ENSG00000178301
AR	ENSG00000169083
ARMC6	ENSG00000105676
ARSL	ENSG00000157399
ART4	ENSG00000111339
ASB13	ENSG00000196372
ASCL1	ENSG00000139352
ASPDH	ENSG00000204653
ASPG	ENSG00000166183
ATOH7	ENSG00000179774
ATP11C	ENSG00000101974
AZGP1	ENSG00000160862
BCKDHB	ENSG00000083123
BCL2L10	ENSG00000137875
BCL3	ENSG00000069399
BCO2	ENSG00000197580
BPHL	ENSG00000137274
BTD	ENSG00000169814
C16orf70	ENSG00000125149
C1orf226	ENSG00000239887
C1orf53	ENSG00000203724
C1R	ENSG00000159403
C1RL	ENSG00000139178
C3orf85	ENSG00000241224
C4A	ENSG00000244731
C4orf19	ENSG00000154274
CACFD1	ENSG00000160325
CAT	ENSG00000121691
CBS	ENSG00000160200
CCDC198	ENSG00000100557
CCNP	ENSG00000105219
CD14	ENSG00000170458
CD302	ENSG00000241399
CD4	ENSG00000010610
CDA	ENSG00000158825
CDO1	ENSG00000129596
CEBPA	ENSG00000245848
CERS2	ENSG00000143418
CES2	ENSG00000172831
CES3	ENSG00000172828
CHAD	ENSG00000136457
CHDH	ENSG00000016391
CHI3L1	ENSG00000133048
CHRD	ENSG00000090539
CHRNA4	ENSG00000101204
CIAO2A	ENSG00000166797
CIDEB	ENSG00000136305
CISD2	ENSG00000145354
CISH	ENSG00000114737
CLDN1	ENSG00000163347
CLEC4G	ENSG00000182566
CLU	ENSG00000120885
CLYBL	ENSG00000125246
CMBL	ENSG00000164237
COBLL1	ENSG00000082438
COL18A1	ENSG00000182871
COL26A1	ENSG00000160963
COLEC11	ENSG00000118004
CPEB3	ENSG00000107864
CPT2	ENSG00000157184
CRLS1	ENSG00000088766
CRYL1	ENSG00000165475
CRYZ	ENSG00000116791
CTPS1	ENSG00000171793
CTXND1	ENSG00000259417
CYB5A	ENSG00000166347
CYP1A1	ENSG00000140465
CYP2C18	ENSG00000108242
CYP2J2	ENSG00000134716
CYP3A5	ENSG00000106258
CYP4F11	ENSG00000171903
CYP4F12	ENSG00000186204
CYP4F2	ENSG00000186115
CYP4V2	ENSG00000145476
CYP51A1	ENSG00000001630
DCPS	ENSG00000110063
DDT	ENSG00000099977
DDTL	ENSG00000099974
DECR1	ENSG00000104325
DERA	ENSG00000023697
DHCR24	ENSG00000116133
DHCR7	ENSG00000172893
DHRS1	ENSG00000157379
DHRS3	ENSG00000162496
DHRS4L2	ENSG00000187630
DHTKD1	ENSG00000181192
DMRTA1	ENSG00000176399
DNAJC12	ENSG00000108176
DNMT3L	ENSG00000142182
DPYD	ENSG00000188641
DUSP10	ENSG00000143507
EBP	ENSG00000147155
EBPL	ENSG00000123179
ECHDC2	ENSG00000121310
ECHDC3	ENSG00000134463
ECHS1	ENSG00000127884
ECI2	ENSG00000198721
EFNA1	ENSG00000169242
EFNA2	ENSG00000099617
ELFN1	ENSG00000225968
ELOVL2	ENSG00000197977
ELOVL6	ENSG00000170522
ENTPD5	ENSG00000187097
ENTPD8	ENSG00000188833
EPB41L4B	ENSG00000095203
EPHX1	ENSG00000143819
EPHX2	ENSG00000120915
ERLIN1	ENSG00000107566
ERRFI1	ENSG00000116285
ESPN	ENSG00000187017
ETFA	ENSG00000140374
ETFB	ENSG00000105379
ETFDH	ENSG00000171503
ETNPPL	ENSG00000164089
F10	ENSG00000126218
FAH	ENSG00000103876
FAHD2A	ENSG00000115042
FAM149A	ENSG00000109794
FAM20A	ENSG00000108950
FAM47E-STBD1	ENSG00000272414
FAM9B	ENSG00000177138
FANCC	ENSG00000158169
FBP1	ENSG00000165140
FBXO17	ENSG00000269190
FDPS	ENSG00000160752
FGFR4	ENSG00000160867
FGGY	ENSG00000172456
FH	ENSG00000091483
FN1	ENSG00000115414
FNDC4	ENSG00000115226
FOXA2	ENSG00000125798
FRRS1	ENSG00000156869
FST	ENSG00000134363
FTL	ENSG00000087086
FURIN	ENSG00000140564
FYB2	ENSG00000187889
FZD5	ENSG00000163251
GADD45G	ENSG00000130222
GALK1	ENSG00000108479
GALT	ENSG00000213930
GAMT	ENSG00000130005
GBP1	ENSG00000117228
GCDH	ENSG00000105607
GCH1	ENSG00000131979
GCLC	ENSG00000001084
GCLM	ENSG00000023909
GDA	ENSG00000119125
GGH	ENSG00000137563
GGT1	ENSG00000100031
GHR	ENSG00000112964
GJB1	ENSG00000169562
GK	ENSG00000198814
GLT1D1	ENSG00000151948
GLUD1	ENSG00000148672
GLYATL3	ENSG00000203972
GMNC	ENSG00000205835
GNPNAT1	ENSG00000100522
GPAM	ENSG00000119927
GPHN	ENSG00000171723
GPRC5C	ENSG00000170412
GPT	ENSG00000167701
GPX2	ENSG00000176153
GRAMD4	ENSG00000075240
GRB14	ENSG00000115290
GREM2	ENSG00000180875
GRHPR	ENSG00000137106
GRTP1	ENSG00000139835
GSDMB	ENSG00000073605
GSTA1	ENSG00000243955
GSTM1	ENSG00000134184
GSTO1	ENSG00000148834
H4C11	ENSG00000197238
H6PD	ENSG00000049239
HCN3	ENSG00000143630
HEPN1	ENSG00000221932
HHEX	ENSG00000152804
HLF	ENSG00000108924
HMGCL	ENSG00000117305
HMGCR	ENSG00000113161
HMGCS1	ENSG00000112972
HNF4A	ENSG00000101076
HNMT	ENSG00000150540
HOGA1	ENSG00000241935
HPN	ENSG00000105707
HPS5	ENSG00000110756
HS3ST3B1	ENSG00000125430
HSD17B11	ENSG00000198189
HSD17B3	ENSG00000130948
HSD17B4	ENSG00000133835
HSD17B7	ENSG00000132196
HYAL1	ENSG00000114378
HYOU1	ENSG00000149428
IDH1	ENSG00000138413
IDNK	ENSG00000148057
IGFLR1	ENSG00000126246
IGSF9	ENSG00000085552
IL17RB	ENSG00000056736
IL32	ENSG00000008517
IL6R	ENSG00000160712
IQGAP2	ENSG00000145703
IRF7	ENSG00000185507
ISOC2	ENSG00000063241
ITPR2	ENSG00000123104
KCNN2	ENSG00000080709
KLC4	ENSG00000137171
KLF15	ENSG00000163884
KYNU	ENSG00000115919
LACTB2	ENSG00000147592
LDHD	ENSG00000166816
LMNTD2	ENSG00000185522
LPIN2	ENSG00000101577
LRP5	ENSG00000162337
LRRC28	ENSG00000168904
LRRC3	ENSG00000160233
LSR	ENSG00000105699
LY6E	ENSG00000160932
MAGIX	ENSG00000269313
MAMDC4	ENSG00000177943
MAN1A1	ENSG00000111885
MAOB	ENSG00000069535
MARCO	ENSG00000019169
MASP1	ENSG00000127241
MBNL3	ENSG00000076770
MCCC2	ENSG00000131844
MCRIP2	ENSG00000172366
MET	ENSG00000105976
METTL7A	ENSG00000185432
METTL7B	ENSG00000170439
MFSD2A	ENSG00000168389
MGAT4B	ENSG00000161013
MGMT	ENSG00000170430
MGST1	ENSG00000008394
MGST2	ENSG00000085871
MIA2	ENSG00000150527
MMAA	ENSG00000151611
MMAB	ENSG00000139428
MMACHC	ENSG00000132763
MMUT	ENSG00000146085
MOCOS	ENSG00000075643
MPDZ	ENSG00000107186
MPST	ENSG00000128309
MSMO1	ENSG00000052802
MSRA	ENSG00000175806
MSRB1	ENSG00000198736
MT1A	ENSG00000205362
MT1E	ENSG00000169715
MT1F	ENSG00000198417
MT1G	ENSG00000125144
MT1H	ENSG00000205358
MT1M	ENSG00000205364
MT1X	ENSG00000187193
MT2A	ENSG00000125148
MTARC1	ENSG00000186205
MTARC2	ENSG00000117791
MVK	ENSG00000110921
MYO1B	ENSG00000128641
NAPRT	ENSG00000147813
NIPSNAP1	ENSG00000184117
NIT2	ENSG00000114021
NLRP11	ENSG00000179873
NNMT	ENSG00000166741
NPBWR1	ENSG00000288611
NPW	ENSG00000183971
NR0B2	ENSG00000131910
NR1H4	ENSG00000012504
NR2F6	ENSG00000160113
NSUN6	ENSG00000241058
NUDT6	ENSG00000170917
NUDT7	ENSG00000140876
OCEL1	ENSG00000099330
OGDHL	ENSG00000197444
ONECUT2	ENSG00000119547
OR2V1	ENSG00000185372
OR4K17	ENSG00000176230
ORMDL3	ENSG00000172057
P2RX3	ENSG00000109991
P4HB	ENSG00000185624
PALM3	ENSG00000187867
PANK1	ENSG00000152782
PAQR9	ENSG00000188582
PC	ENSG00000173599
PCBD1	ENSG00000166228
PCCB	ENSG00000114054
PCK1	ENSG00000124253
PCTP	ENSG00000141179
PCYT2	ENSG00000185813
PDE11A	ENSG00000128655
PDF	ENSG00000258429
PDIA5	ENSG00000065485
PEBP1	ENSG00000089220
PEMT	ENSG00000133027
PEX11G	ENSG00000104883
PGRMC1	ENSG00000101856
PHYH	ENSG00000107537
PI4K2B	ENSG00000038210
PIK3AP1	ENSG00000155629
PKD1L3	ENSG00000277481
PKLR	ENSG00000143627
PLA2G12B	ENSG00000138308
PLIN2	ENSG00000147872
PLIN5	ENSG00000214456
PNPO	ENSG00000108439
POLD4	ENSG00000175482
POR	ENSG00000127948
PPARGC1A	ENSG00000109819
PPP1R3B	ENSG00000173281
PPP1R3G	ENSG00000219607
PPP2R1B	ENSG00000137713
PROSER2	ENSG00000148426
PROX1	ENSG00000117707
PRSS53	ENSG00000151006
PSAT1	ENSG00000135069
PTGR1	ENSG00000106853
PTMS	ENSG00000159335
PTP4A1	ENSG00000112245
PXDC1	ENSG00000168994
PXMP2	ENSG00000176894
PYGL	ENSG00000100504
QPRT	ENSG00000103485
RAB17	ENSG00000124839
RAB26	ENSG00000167964
RAB43	ENSG00000172780
RAPH1	ENSG00000173166
RARRES2	ENSG00000106538
RBKS	ENSG00000171174
RBP5	ENSG00000139194
RCAN1	ENSG00000159200
RCL1	ENSG00000120158
RDH5	ENSG00000135437
REEP6	ENSG00000115255
RFPL4A	ENSG00000223638
RHOD	ENSG00000173156
RND1	ENSG00000172602
RNF128	ENSG00000133135
RORC	ENSG00000143365
RPRD1B	ENSG00000101413
RTKN	ENSG00000114993
RTL4	ENSG00000187823
RTN4R	ENSG00000040608
RUNDC3B	ENSG00000105784
SALL1	ENSG00000103449
SAT2	ENSG00000141504
SC5D	ENSG00000109929
SCD	ENSG00000099194
SCLY	ENSG00000132330
SCP2	ENSG00000116171
SDC1	ENSG00000115884
SDC2	ENSG00000169439
SDC4	ENSG00000124145
SDF2L1	ENSG00000128228
SDSL	ENSG00000139410
SEC14L2	ENSG00000100003
SEC14L3	ENSG00000100012
SEC14L4	ENSG00000133488
SEC16B	ENSG00000120341
SELENOO	ENSG00000073169
SEMA4G	ENSG00000095539
SEPHS2	ENSG00000179918
SEPSECS	ENSG00000109618
SERINC2	ENSG00000168528
SERPINA5	ENSG00000188488
SERPING1	ENSG00000149131
SFXN1	ENSG00000164466
SGK2	ENSG00000101049
SHFL	ENSG00000130813
SHH	ENSG00000164690
SHMT1	ENSG00000176974
SHMT2	ENSG00000182199
SHROOM1	ENSG00000164403
SIGMAR1	ENSG00000147955
SLC10A5	ENSG00000253598
SLC16A13	ENSG00000174327
SLC16A2	ENSG00000147100
SLC17A9	ENSG00000101194
SLC22A18	ENSG00000110628
SLC25A1	ENSG00000100075
SLC25A10	ENSG00000183048
SLC25A15	ENSG00000102743
SLC25A20	ENSG00000178537
SLC25A25	ENSG00000148339
SLC25A42	ENSG00000181035
SLC26A1	ENSG00000145217
SLC27A2	ENSG00000140284
SLC2A4RG	ENSG00000125520
SLC2A9	ENSG00000109667
SLC30A1	ENSG00000170385
SLC30A10	ENSG00000196660
SLC31A1	ENSG00000136868
SLC35C1	ENSG00000181830
SLC35D1	ENSG00000116704
SLC37A4	ENSG00000137700
SLC39A14	ENSG00000104635
SLC41A2	ENSG00000136052
SLC43A3	ENSG00000134802
SLC45A2	ENSG00000164175
SLC46A3	ENSG00000139508
SLC47A1	ENSG00000142494
SLC5A6	ENSG00000138074
SLC66A2	ENSG00000122490
SLC6A1	ENSG00000157103
SLC7A2	ENSG00000003989
SLC9B2	ENSG00000164038
SLCO2B1	ENSG00000137491
SLITRK3	ENSG00000121871
SMIM14	ENSG00000163683
SMOC1	ENSG00000198732
SNTB1	ENSG00000172164
SNX10	ENSG00000086300
SOD1	ENSG00000142168
SORD	ENSG00000140263
SOWAHB	ENSG00000186212
SPINK14	ENSG00000196800
SPRN	ENSG00000203772
SPRYD4	ENSG00000176422
SRD5A1	ENSG00000145545
ST20-MTHFS	ENSG00000259332
ST3GAL6	ENSG00000064225
STARD10	ENSG00000214530
STBD1	ENSG00000118804
STEAP3	ENSG00000115107
STIMATE-MUSTN1	ENSG00000248592
SUCLG2	ENSG00000172340
SUGCT	ENSG00000175600
SULT1A1	ENSG00000196502
SULT1E1	ENSG00000109193
SYT7	ENSG00000011347
TACO1	ENSG00000136463
TBX15	ENSG00000092607
TCAIM	ENSG00000179152
TCTEX1D1	ENSG00000152760
TFPI	ENSG00000003436
THNSL1	ENSG00000185875
THRSP	ENSG00000151365
TIGD2	ENSG00000180346
TKFC	ENSG00000149476
