Gene	Ensembl
CHDH	ENSG00000016391
CLDN10	ENSG00000134873
CLDN2	ENSG00000165376
CLDN8	ENSG00000156284
CLNK	ENSG00000109684
CMBL	ENSG00000164237
CRYL1	ENSG00000165475
CRYZ	ENSG00000116791
CYB5A	ENSG00000166347
CYFIP2	ENSG00000055163
CYP27B1	ENSG00000111012
CYP4F2	ENSG00000186115
DAB2	ENSG00000153071
DCDC2	ENSG00000146038
DDAH1	ENSG00000153904
DDC	ENSG00000132437
DMRT2	ENSG00000173253
DNASE1	ENSG00000213918
ENAM	ENSG00000132464
ENPEP	ENSG00000138792
ENPP6	ENSG00000164303
ENTPD5	ENSG00000187097
ERFE	ENSG00000178752
ESM1	ENSG00000164283
EXOC3L2	ENSG00000283632
FAHD1	ENSG00000180185
FAM131C	ENSG00000185519
FAM167B	ENSG00000183615
FAM24B	ENSG00000213185
FBN3	ENSG00000142449
FBP1	ENSG00000165140
FGF9	ENSG00000102678
FIGNL2	ENSG00000261308
FLRT3	ENSG00000125848
FOXI1	ENSG00000168269
FOXI2	ENSG00000186766
FREM2	ENSG00000150893
FUT6	ENSG00000156413
FXYD6-FXYD2	ENSG00000255245
GAL3ST1	ENSG00000128242
GALM	ENSG00000143891
GALNT11	ENSG00000178234
GALNT14	ENSG00000158089
GALNT9	ENSG00000182870
GDA	ENSG00000119125
GDF15	ENSG00000130513
GDF3	ENSG00000184344
GGH	ENSG00000137563
GGT1	ENSG00000100031
GIPC2	ENSG00000137960
GK	ENSG00000198814
GLS	ENSG00000115419
GPAT3	ENSG00000138678
GPC5	ENSG00000179399
GPX3	ENSG00000211445
GRB7	ENSG00000141738
GSTA1	ENSG00000243955
HELT	ENSG00000187821
HES7	ENSG00000179111
HNF1B	ENSG00000275410
HNF4A	ENSG00000101076
HOGA1	ENSG00000241935
HOXA9	ENSG00000078399
HOXB5	ENSG00000120075
HOXB6	ENSG00000108511
HOXB8	ENSG00000120068
HOXB9	ENSG00000170689
HOXD11	ENSG00000128713
HOXD8	ENSG00000175879
HOXD9	ENSG00000128709
HPN	ENSG00000105707
HS6ST2	ENSG00000171004
IL17RB	ENSG00000056736
IRX1	ENSG00000170549
ITGB6	ENSG00000115221
KAAG1	ENSG00000146049
KCNH6	ENSG00000173826
KCNJ15	ENSG00000157551
KCNK5	ENSG00000164626
KIF12	ENSG00000136883
KIFC3	ENSG00000140859
KL	ENSG00000133116
KLHDC7A	ENSG00000179023
LDHB	ENSG00000111716
LGALS2	ENSG00000100079
LOXHD1	ENSG00000167210
LRP2	ENSG00000081479
LY6L	ENSG00000261667
LYG1	ENSG00000144214
MEGF11	ENSG00000157890
MEI4	ENSG00000269964
MELTF	ENSG00000163975
MISP3	ENSG00000141854
MME	ENSG00000196549
MRO	ENSG00000134042
MRPS6	ENSG00000243927
MSRA	ENSG00000175806
MT1F	ENSG00000198417
MT1G	ENSG00000125144
MT1H	ENSG00000205358
MTARC2	ENSG00000117791
MTNR1A	ENSG00000168412
MUC1	ENSG00000185499
MUC20	ENSG00000176945
MYO3B	ENSG00000071909
NELL1	ENSG00000165973
NEURL2	ENSG00000124257
NHLRC4	ENSG00000257108
NPL	ENSG00000135838
NPR3	ENSG00000113389
NXPH2	ENSG00000144227
OCIAD2	ENSG00000145247
OGDHL	ENSG00000197444
OTOGL	ENSG00000165899
PALM3	ENSG00000187867
PANK1	ENSG00000152782
PAQR5	ENSG00000137819
PARD6B	ENSG00000124171
PCK1	ENSG00000124253
PDE1A	ENSG00000115252
PEPD	ENSG00000124299
PKLR	ENSG00000143627
PLA2G12B	ENSG00000138308
PLAU	ENSG00000122861
PLPPR1	ENSG00000148123
PODXL	ENSG00000128567
POU5F1	ENSG00000204531
PPP1R1A	ENSG00000135447
PTER	ENSG00000165983
PTGER3	ENSG00000050628
PTPRO	ENSG00000151490
PTPRQ	ENSG00000139304
QPRT	ENSG00000103485
RAB11FIP3	ENSG00000090565
RAB29	ENSG00000117280
RALYL	ENSG00000184672
RANBP3L	ENSG00000164188
RAP1GAP	ENSG00000076864
RASSF4	ENSG00000107551
RASSF7	ENSG00000099849
RBP5	ENSG00000139194
RENBP	ENSG00000102032
RGL3	ENSG00000205517
RNF152	ENSG00000176641
RNF183	ENSG00000165188
S100A2	ENSG00000196754
SALL1	ENSG00000103449
SCIN	ENSG00000006747
SCNN1G	ENSG00000166828
SFXN2	ENSG00000156398
SGK2	ENSG00000101049
SHISA3	ENSG00000178343
SHMT1	ENSG00000176974
SIM1	ENSG00000112246
SLC14A2	ENSG00000132874
SLC16A5	ENSG00000170190
SLC1A1	ENSG00000106688
SLC27A2	ENSG00000140284
SLC2A9	ENSG00000109667
SLC3A1	ENSG00000138079
SLC47A1	ENSG00000142494
SLC47A2	ENSG00000180638
SLC4A11	ENSG00000088836
SLC4A4	ENSG00000080493
SLC5A12	ENSG00000148942
SLC7A7	ENSG00000155465
SLC9A3	ENSG00000066230
SMCO3	ENSG00000179256
SMIM34B	ENSG00000278961
SMIM35	ENSG00000255274
SMIM5	ENSG00000204323
SMIM6	ENSG00000259120
SPAG5	ENSG00000076382
SPP1	ENSG00000118785
SSC4D	ENSG00000146700
SSTR5	ENSG00000162009
STK32B	ENSG00000152953
SUCLG1	ENSG00000163541
SUGCT	ENSG00000175600
SULT1C2	ENSG00000198203
TCF24	ENSG00000261787
TCN2	ENSG00000185339
TDGF1	ENSG00000241186
TFCP2L1	ENSG00000115112
TFEC	ENSG00000105967
THSD7A	ENSG00000005108
TLN2	ENSG00000171914
TM7SF3	ENSG00000064115
TMEM106A	ENSG00000184988
TMEM139	ENSG00000178826
TMEM176A	ENSG00000002933
TMEM37	ENSG00000171227
TMEM82	ENSG00000162460
TPMT	ENSG00000137364
TRABD2B	ENSG00000269113
TRIM10	ENSG00000204613
TRIM6	ENSG00000121236
TSPAN1	ENSG00000117472
TSPAN12	ENSG00000106025
TSPAN33	ENSG00000158457
USH1C	ENSG00000006611
VAV3	ENSG00000134215
VEPH1	ENSG00000197415
WDR72	ENSG00000166415
WFIKKN1	ENSG00000127578
WNK4	ENSG00000126562
ZYG11A	ENSG00000203995
