Gene	Ensembl
CYP2W1	ENSG00000073067
DSG4	ENSG00000175065
ELMOD1	ENSG00000110675
FAM83C	ENSG00000125998
GCSAM	ENSG00000174500
GJB5	ENSG00000189280
HEPHL1	ENSG00000181333
IGFL4	ENSG00000204869
KRT26	ENSG00000186393
KRT39	ENSG00000196859
KRT72	ENSG00000170486
LY6G6D	ENSG00000244355
PLA2G4F	ENSG00000168907
RDH12	ENSG00000139988
SCGB2A2	ENSG00000110484
SERPINB7	ENSG00000166396
TINCR	ENSG00000223573
VSIG10L2	ENSG00000283703
ACSM6	ENSG00000173124
AL162596.1	ENSG00000285946
ALDH3B2	ENSG00000132746
ALOX12B	ENSG00000179477
ANXA8L1	ENSG00000264230
BCL11B	ENSG00000127152
BNIPL	ENSG00000163141
C6orf15	ENSG00000204542
CACNB4	ENSG00000182389
CD207	ENSG00000116031
CDHR1	ENSG00000148600
CLEC12B	ENSG00000256660
COL17A1	ENSG00000065618
COL6A5	ENSG00000172752
DCST1	ENSG00000163357
DNASE1L2	ENSG00000167968
DSC3	ENSG00000134762
FOXN1	ENSG00000109101
GJB4	ENSG00000189433
HES5	ENSG00000197921
HS3ST6	ENSG00000162040
IFFO2	ENSG00000169991
IL20RB	ENSG00000174564
IL36B	ENSG00000136696
IL36RN	ENSG00000136695
IVL	ENSG00000163207
KCNJ18	ENSG00000260458
KCNK7	ENSG00000173338
KLK7	ENSG00000169035
KRT14	ENSG00000186847
KRT15	ENSG00000171346
KRT36	ENSG00000126337
KRT5	ENSG00000186081
KRTAP5-10	ENSG00000204572
KRTAP5-2	ENSG00000205867
KRTAP5-6	ENSG00000205864
KRTAP5-8	ENSG00000241233
KRTDAP	ENSG00000188508
LGALS7B	ENSG00000178934
LRP4	ENSG00000134569
LY6G6F-LY6G6D	ENSG00000250641
NHLH2	ENSG00000177551
NKPD1	ENSG00000179846
PGLYRP4	ENSG00000163218
PNPLA1	ENSG00000180316
RNASE7	ENSG00000165799
RNF227	ENSG00000179859
S100A3	ENSG00000188015
S100A7	ENSG00000143556
SLC24A5	ENSG00000188467
SLURP1	ENSG00000126233
SOX21	ENSG00000125285
TMEM45A	ENSG00000181458
TREX2	ENSG00000183479
TRPM1	ENSG00000134160
TYRP1	ENSG00000107165
WNT3	ENSG00000108379
ARHGAP40	ENSG00000124143
ATP12A	ENSG00000075673
CARMIL3	ENSG00000186648
CCL22	ENSG00000102962
DEGS1	ENSG00000143753
EPPK1	ENSG00000261150
GJB3	ENSG00000188910
GPC2	ENSG00000213420
GSTA3	ENSG00000174156
IL1F10	ENSG00000136697
KRT80	ENSG00000167767
KY	ENSG00000174611
LGALS7	ENSG00000205076
LYPD5	ENSG00000159871
NLRP10	ENSG00000182261
OTX1	ENSG00000115507
PKP1	ENSG00000081277
PLA2G3	ENSG00000100078
PPM1J	ENSG00000155367
PSG7	ENSG00000221878
SFN	ENSG00000175793
SNORC	ENSG00000182600
WFDC12	ENSG00000168703
WNT16	ENSG00000002745
AADACL3	ENSG00000188984
ABCA12	ENSG00000144452
AC135050.2	ENSG00000255439
AC136616.1	ENSG00000273554
ACP4	ENSG00000142513
ADGRF2	ENSG00000164393
ADGRF4	ENSG00000153294
AHNAK2	ENSG00000185567
AJUBA	ENSG00000129474
ALS2CL	ENSG00000178038
ALX3	ENSG00000156150
ANKK1	ENSG00000170209
ANKRD22	ENSG00000152766
ANKRD35	ENSG00000198483
ANO9	ENSG00000185101
ANXA8	ENSG00000265190
AP000471.1	ENSG00000286224
APCDD1	ENSG00000154856
AQP3	ENSG00000165272
ARHGEF19	ENSG00000142632
ARHGEF4	ENSG00000136002
ARHGEF5	ENSG00000050327
ARSF	ENSG00000062096
ASCL2	ENSG00000183734
ASPHD2	ENSG00000128203
ATG9B	ENSG00000181652
ATP2C2	ENSG00000064270
ATP6V1C2	ENSG00000143882
AVPI1	ENSG00000119986
AWAT1	ENSG00000204195
B3GNT4	ENSG00000176383
BCL2L10	ENSG00000137875
BICD2	ENSG00000185963
BLMH	ENSG00000108578
BTBD16	ENSG00000138152
C11orf80	ENSG00000173715
C15orf62	ENSG00000188277
C19orf33	ENSG00000167644
C1orf74	ENSG00000162757
C1QTNF12	ENSG00000184163
C1QTNF9B	ENSG00000205863
C2CD4D	ENSG00000225556
C3orf52	ENSG00000114529
C6orf132	ENSG00000188112
CA12	ENSG00000074410
CALML3	ENSG00000178363
CAMSAP3	ENSG00000076826
CAPNS2	ENSG00000256812
CARD14	ENSG00000141527
CASZ1	ENSG00000130940
CBLC	ENSG00000142273
CCDC120	ENSG00000147144
CCDC3	ENSG00000151468
CDC42BPG	ENSG00000171219
CEBPA	ENSG00000245848
CELSR1	ENSG00000075275
CENPP	ENSG00000188312
CERS3	ENSG00000154227
CES4A	ENSG00000172824
CGB7	ENSG00000196337
CLCA2	ENSG00000137975
CLDN1	ENSG00000163347
CLIC3	ENSG00000169583
COL7A1	ENSG00000114270
COMP	ENSG00000105664
CPA4	ENSG00000128510
CRYBG2	ENSG00000176092
CTNNBIP1	ENSG00000178585
CWH43	ENSG00000109182
CXCL14	ENSG00000145824
CYP26B1	ENSG00000003137
CYP27C1	ENSG00000186684
CYP4F22	ENSG00000171954
DAPL1	ENSG00000163331
DCST2	ENSG00000163354
DEGS2	ENSG00000168350
DLK2	ENSG00000171462
DLX4	ENSG00000108813
DLX5	ENSG00000105880
DSP	ENSG00000096696
DUOX1	ENSG00000137857
DUOXA1	ENSG00000140254
DUSP14	ENSG00000276023
EEF2K	ENSG00000103319
EFNA3	ENSG00000143590
EFNA4	ENSG00000243364
EGLN3	ENSG00000129521
EGR3	ENSG00000179388
ELL3	ENSG00000128886
EN1	ENSG00000163064
EPHB3	ENSG00000182580
EPHB6	ENSG00000106123
EPHX3	ENSG00000105131
EPS8L1	ENSG00000131037
ESYT3	ENSG00000158220
ETDC	ENSG00000283644
ETV7	ENSG00000010030
EVPL	ENSG00000167880
EVPLL	ENSG00000214860
EXPH5	ENSG00000110723
FAM110A	ENSG00000125898
FAM180B	ENSG00000196666
FAM25A	ENSG00000188100
FAM25G	ENSG00000189090
FAM83B	ENSG00000168143
FAM83G	ENSG00000188522
FAM83H	ENSG00000180921
FAT2	ENSG00000086570
FBXO27	ENSG00000161243
FCER1A	ENSG00000179639
FCHO1	ENSG00000130475
FGF22	ENSG00000070388
FGFR3	ENSG00000068078
FOXH1	ENSG00000160973
FZD10	ENSG00000111432
GAL3ST4	ENSG00000197093
GAN	ENSG00000261609
GATA3	ENSG00000107485
GDPD2	ENSG00000130055
GGT6	ENSG00000167741
GLTP	ENSG00000139433
GNG14	ENSG00000283980
GPC1	ENSG00000063660
GPNMB	ENSG00000136235
GPR12	ENSG00000132975
GPR87	ENSG00000138271
GPRIN2	ENSG00000204175
GRHL1	ENSG00000134317
GRHL2	ENSG00000083307
GRHL3	ENSG00000158055
GSDMC	ENSG00000147697
H2BE1	ENSG00000285480
HCAR2	ENSG00000182782
HCAR3	ENSG00000255398
HES2	ENSG00000069812
HLA-DQB2	ENSG00000232629
HOPX	ENSG00000171476
HOXA9	ENSG00000078399
HOXC11	ENSG00000123388
HR	ENSG00000168453
IGSF22	ENSG00000179057
IGSF9	ENSG00000085552
IL17RE	ENSG00000163701
IL18	ENSG00000150782
IL1RL2	ENSG00000115598
IL20	ENSG00000162891
IL20RA	ENSG00000016402
IL34	ENSG00000157368
INAVA	ENSG00000163362
INKA1	ENSG00000185614
IQANK1	ENSG00000203499
IRF6	ENSG00000117595
IRX2	ENSG00000170561
IRX3	ENSG00000177508
IRX4	ENSG00000113430
IRX5	ENSG00000176842
IRX6	ENSG00000159387
ITGB4	ENSG00000132470
JUP	ENSG00000173801
KLC3	ENSG00000104892
KLF4	ENSG00000136826
KLF5	ENSG00000102554
KLF8	ENSG00000102349
KLK11	ENSG00000167757
KLK14	ENSG00000129437
KLK8	ENSG00000129455
KREMEN2	ENSG00000131650
KRT16	ENSG00000186832
KRT17	ENSG00000128422
KRT6B	ENSG00000185479
KRTAP5-7	ENSG00000244411
LAD1	ENSG00000159166
LCE3D	ENSG00000163202
LGALSL	ENSG00000119862
LRRC15	ENSG00000172061
LTB4R	ENSG00000213903
LTB4R2	ENSG00000213906
LY6D	ENSG00000167656
LY6G6E	ENSG00000255552
LY6G6F	ENSG00000204424
LYG2	ENSG00000185674
LYPD3	ENSG00000124466
LYPD6B	ENSG00000150556
MAB21L3	ENSG00000173212
METRNL	ENSG00000176845
MFSD2A	ENSG00000168389
MMP27	ENSG00000137675
MPIG6B	ENSG00000204420
MPZL3	ENSG00000160588
MRGPRX2	ENSG00000183695
MST1R	ENSG00000164078
MYC	ENSG00000136997
MYCL	ENSG00000116990
NCCRP1	ENSG00000188505
NECTIN1	ENSG00000110400
NECTIN4	ENSG00000143217
NIPAL1	ENSG00000163293
NIPAL4	ENSG00000172548
NMU	ENSG00000109255
NOD2	ENSG00000167207
NPAS1	ENSG00000130751
NPY4R	ENSG00000204174
NR1D1	ENSG00000126368
NSG1	ENSG00000168824
NTF4	ENSG00000225950
NXPH4	ENSG00000182379
OBP2B	ENSG00000171102
OLFM2	ENSG00000105088
OTUB2	ENSG00000089723
OVOL1	ENSG00000172818
PAK6	ENSG00000137843
PARD6G	ENSG00000178184
PAX3	ENSG00000135903
PERP	ENSG00000112378
PGLYRP3	ENSG00000159527
PHLDB3	ENSG00000176531
PKP3	ENSG00000184363
PLA2G4D	ENSG00000159337
PLCH2	ENSG00000149527
PLEKHG5	ENSG00000171680
PLEKHN1	ENSG00000187583
PNLIPRP3	ENSG00000203837
PNPLA5	ENSG00000100341
POF1B	ENSG00000124429
POSTN	ENSG00000133110
PPFIA3	ENSG00000177380
PPP1R13L	ENSG00000104881
PPP1R14C	ENSG00000198729
PRODH	ENSG00000100033
PROM2	ENSG00000155066
PRRX2	ENSG00000167157
PTGS1	ENSG00000095303
PTK6	ENSG00000101213
PTPRZ1	ENSG00000106278
PYCARD	ENSG00000103490
RAB25	ENSG00000132698
RAB38	ENSG00000123892
RAB3D	ENSG00000105514
RAB40C	ENSG00000197562
RAB7B	ENSG00000276600
RAET1E	ENSG00000164520
RAPGEFL1	ENSG00000108352
RARG	ENSG00000172819
RASSF10	ENSG00000189431
REEP4	ENSG00000168476
RHOV	ENSG00000104140
RIN1	ENSG00000174791
RNF222	ENSG00000189051
RNF225	ENSG00000269855
RNF39	ENSG00000204618
RORA	ENSG00000069667
RPTN	ENSG00000215853
S100A5	ENSG00000196420
SAPCD1	ENSG00000228727
SAPCD2	ENSG00000186193
SBSN	ENSG00000189001
SCEL	ENSG00000136155
SDC1	ENSG00000115884
SDR16C5	ENSG00000170786
SDR42E1	ENSG00000184860
SDR9C7	ENSG00000170426
SERPINB12	ENSG00000166634
SERPINB2	ENSG00000197632
SERPINB5	ENSG00000206075
SERPINB8	ENSG00000166401
SH3RF2	ENSG00000156463
SIK1	ENSG00000142178
SIK1B	ENSG00000275993
SLC10A6	ENSG00000145283
SLC2A1	ENSG00000117394
SLC39A2	ENSG00000165794
SLC44A5	ENSG00000137968
SLC45A2	ENSG00000164175
SLC46A2	ENSG00000119457
SLC6A9	ENSG00000196517
SLURP2	ENSG00000283992
SOX15	ENSG00000129194
SP6	ENSG00000189120
SPINK5	ENSG00000133710
SPRR2B	ENSG00000196805
SPRR2E	ENSG00000203785
SPTBN2	ENSG00000173898
SPTSSB	ENSG00000196542
SRY	ENSG00000184895
STAC2	ENSG00000141750
SULT1E1	ENSG00000109193
SULT2B1	ENSG00000088002
SYT8	ENSG00000149043
SYTL1	ENSG00000142765
TACSTD2	ENSG00000184292
TENT5B	ENSG00000158246
TET3	ENSG00000187605
TFAP2A	ENSG00000137203
TFAP2C	ENSG00000087510
TGM5	ENSG00000104055
TLCD3A	ENSG00000167695
TMEM154	ENSG00000170006
TMEM40	ENSG00000088726
TMEM79	ENSG00000163472
TMEM86A	ENSG00000151117
TMPRSS11F	ENSG00000198092
TMPRSS13	ENSG00000137747
TNFRSF18	ENSG00000186891
TNFRSF19	ENSG00000127863
TNFRSF25	ENSG00000215788
TNS4	ENSG00000131746
TP53AIP1	ENSG00000120471
TP63	ENSG00000073282
TP73	ENSG00000078900
TRIM29	ENSG00000137699
TRPV3	ENSG00000167723
TSPEAR	ENSG00000175894
TUFT1	ENSG00000143367
UCN2	ENSG00000145040
UGT3A2	ENSG00000168671
USH1G	ENSG00000182040
VANGL2	ENSG00000162738
VSIG8	ENSG00000243284
WNT10A	ENSG00000135925
WNT4	ENSG00000162552
WNT7B	ENSG00000188064
XG	ENSG00000124343
XKRX	ENSG00000182489
ZC2HC1A	ENSG00000104427
ZNF273	ENSG00000198039
ZNF385A	ENSG00000161642
ZNF750	ENSG00000141579
