Gene	Ensembl
MAP3K9	ENSG00000006432
MAP6	ENSG00000171533
MARCHF1	ENSG00000145416
MCF2L2	ENSG00000053524
MCUR1	ENSG00000050393
MEGF11	ENSG00000157890
MEGF9	ENSG00000106780
MINAR1	ENSG00000169330
MKRN3	ENSG00000179455
MMD2	ENSG00000136297
MOK	ENSG00000080823
MREG	ENSG00000118242
MTMR7	ENSG00000003987
MYH15	ENSG00000144821
MYL5	ENSG00000215375
MYO3B	ENSG00000071909
MYO9A	ENSG00000066933
MYT1	ENSG00000196132
NAP1L3	ENSG00000186310
NDNF	ENSG00000173376
NDRG3	ENSG00000101079
NEGR1	ENSG00000172260
NELL2	ENSG00000184613
NKAPL	ENSG00000189134
NLGN1	ENSG00000169760
NLK	ENSG00000087095
NME1-NME2	ENSG00000011052
NMUR1	ENSG00000171596
NOL4L	ENSG00000197183
NOXRED1	ENSG00000165555
NRCAM	ENSG00000091129
NRG3	ENSG00000185737
NRG4	ENSG00000169752
NRIP3	ENSG00000175352
NRXN3	ENSG00000021645
NT5E	ENSG00000135318
NTM	ENSG00000182667
ONECUT2	ENSG00000119547
ONECUT3	ENSG00000205922
OR10AD1	ENSG00000172640
OR13J1	ENSG00000168828
OR14J1	ENSG00000204695
OR1Q1	ENSG00000165202
OR2AT4	ENSG00000171561
OR2L2	ENSG00000203663
OR2V1	ENSG00000185372
OR6Y1	ENSG00000197532
OSBP2	ENSG00000184792
PAQR4	ENSG00000162073
PAQR9	ENSG00000188582
PAX6	ENSG00000007372
PCBP3	ENSG00000183570
PCBP4	ENSG00000090097
PCDHA11	ENSG00000249158
PCMTD2	ENSG00000203880
PCSK2	ENSG00000125851
PCYT1B	ENSG00000102230
PFKFB2	ENSG00000123836
PFKP	ENSG00000067057
PHLPP2	ENSG00000040199
PHYHIPL	ENSG00000165443
PKD2L1	ENSG00000107593
PLA2G4C	ENSG00000105499
PLCH1	ENSG00000114805
PLCH2	ENSG00000149527
PLCXD2	ENSG00000240891
PLEKHD1	ENSG00000175985
PLPPR5	ENSG00000117598
PLXDC1	ENSG00000161381
PNMA2	ENSG00000240694
PPARGC1B	ENSG00000155846
PPP1R3E	ENSG00000235194
PPP2R2B	ENSG00000156475
PPP3R1	ENSG00000221823
PRELID2	ENSG00000186314
PRMT8	ENSG00000111218
PRTG	ENSG00000166450
PTH2R	ENSG00000144407
PTPN13	ENSG00000163629
PURG	ENSG00000172733
RAB39B	ENSG00000155961
RAD54B	ENSG00000197275
RASAL2	ENSG00000075391
RASGRF2	ENSG00000113319
RASGRP1	ENSG00000172575
RASSF2	ENSG00000101265
REEP2	ENSG00000132563
RFPL1	ENSG00000128250
RGS20	ENSG00000147509
RGS7	ENSG00000182901
RNF165	ENSG00000141622
ROBO2	ENSG00000185008
RORB	ENSG00000198963
RPE65	ENSG00000116745
RSKR	ENSG00000167524
RUFY3	ENSG00000018189
RXRG	ENSG00000143171
SAMD15	ENSG00000100583
SCAMP5	ENSG00000198794
SCAPER	ENSG00000140386
SCGB1C1	ENSG00000188076
SCGB1C2	ENSG00000268320
SEC14L3	ENSG00000100012
SEMA3A	ENSG00000075213
SEMA7A	ENSG00000138623
SERF1A	ENSG00000172058
SERPINE3	ENSG00000253309
SH3GL2	ENSG00000107295
SHROOM2	ENSG00000146950
SLC12A5	ENSG00000124140
SLC16A6	ENSG00000108932
SLC23A2	ENSG00000089057
SLC35F1	ENSG00000196376
SLC35F4	ENSG00000151812
SLC4A10	ENSG00000144290
SLC4A5	ENSG00000188687
SLC4A7	ENSG00000033867
SLC6A1	ENSG00000157103
SLC6A15	ENSG00000072041
SLC6A6	ENSG00000131389
SLITRK2	ENSG00000185985
SMIM18	ENSG00000253457
SRGAP3	ENSG00000196220
SSX2IP	ENSG00000117155
ST8SIA3	ENSG00000177511
STAC2	ENSG00000141750
SYNJ1	ENSG00000159082
SYT11	ENSG00000132718
SYT4	ENSG00000132872
SYT9	ENSG00000170743
TACR3	ENSG00000169836
TBC1D32	ENSG00000146350
TCERG1L	ENSG00000176769
TDRD7	ENSG00000196116
TFAP2B	ENSG00000008196
THSD7B	ENSG00000144229
TLCD3B	ENSG00000149926
TLCD5	ENSG00000181264
TLX2	ENSG00000115297
TMEM108	ENSG00000144868
TMEM169	ENSG00000163449
TMEM215	ENSG00000188133
TMEM221	ENSG00000188051
TMEM269	ENSG00000274386
TNRC6C	ENSG00000078687
TOX3	ENSG00000103460
TPD52	ENSG00000076554
TPRX1	ENSG00000178928
TRAJ10	ENSG00000211879
TRAJ16	ENSG00000211873
TRAJ17	ENSG00000211872
TRAJ19	ENSG00000211870
TRAJ20	ENSG00000211869
TRAJ23	ENSG00000211866
TRAJ24	ENSG00000211865
TRAJ25	ENSG00000211864
TRAJ26	ENSG00000211863
TRAJ27	ENSG00000211862
TRAJ28	ENSG00000211861
TRAJ29	ENSG00000211860
TRAJ30	ENSG00000211859
TRAJ31	ENSG00000211858
TRAJ32	ENSG00000211857
TRAJ34	ENSG00000211855
TRAJ37	ENSG00000278661
TRAJ38	ENSG00000211851
TRAJ39	ENSG00000211850
TRAJ41	ENSG00000211848
TRAJ42	ENSG00000211847
TRAJ43	ENSG00000211846
TRAJ45	ENSG00000211844
TRAJ47	ENSG00000211842
TRAJ48	ENSG00000211841
TRAJ5	ENSG00000211884
TRAJ9	ENSG00000211880
TRIM9	ENSG00000100505
TRNP1	ENSG00000253368
TSPAN19	ENSG00000231738
TTC39C	ENSG00000168234
TUB	ENSG00000166402
UTS2B	ENSG00000188958
VASH1	ENSG00000071246
VN1R1	ENSG00000178201
VOPP1	ENSG00000154978
VSTM2A	ENSG00000170419
WASF3	ENSG00000132970
WDR17	ENSG00000150627
WDR31	ENSG00000148225
WFDC10B	ENSG00000182931
YPEL2	ENSG00000175155
ZDHHC2	ENSG00000104219
ZIC3	ENSG00000156925
ZNF30	ENSG00000168661
ZNF326	ENSG00000162664
ZNF382	ENSG00000161298
ZNF385A	ENSG00000161642
ZNF385B	ENSG00000144331
ZNF491	ENSG00000177599
ZNF540	ENSG00000171817
ZNF559-ZNF177	ENSG00000270011
ZNF804A	ENSG00000170396
ZNF875	ENSG00000181666
ZPLD1	ENSG00000170044
