Gene	Ensembl
GPER1	ENSG00000164850
GPR155	ENSG00000163328
GPRC5C	ENSG00000170412
GPX2	ENSG00000176153
GRP	ENSG00000134443
GSDMB	ENSG00000073605
HPGD	ENSG00000164120
IGHD3-22	ENSG00000211911
IGHD3-9	ENSG00000211924
IGHV1-45	ENSG00000211961
IGHV1-69D	ENSG00000280411
IGHV1OR21-1	ENSG00000277282
IGHV2-5	ENSG00000211937
IGHV2-70D	ENSG00000211974
IGHV3-11	ENSG00000211941
IGHV3-20	ENSG00000211946
IGHV3-33	ENSG00000211955
IGHV3-38	ENSG00000211958
IGHV3-43	ENSG00000232216
IGHV3-48	ENSG00000211964
IGHV3-49	ENSG00000211965
IGHV3-53	ENSG00000211967
IGHV3OR15-7	ENSG00000259490
IGHV3OR16-10	ENSG00000233732
IGHV3OR16-17	ENSG00000259680
IGHV3OR16-8	ENSG00000271130
IGHV3OR16-9	ENSG00000270472
IGHV4-61	ENSG00000211970
IGHV7-81	ENSG00000211979
IGKJ2	ENSG00000211596
IGKJ3	ENSG00000211595
IGKJ4	ENSG00000211594
IGKV1-33	ENSG00000242076
IGKV1-9	ENSG00000241755
IGKV1D-37	ENSG00000250036
IGKV1D-39	ENSG00000251546
IGKV1D-43	ENSG00000242580
IGKV2-30	ENSG00000243238
IGKV2D-30	ENSG00000239571
IGKV3-7	ENSG00000243063
IGKV3D-11	ENSG00000211632
IGKV3D-7	ENSG00000228325
IGLC1	ENSG00000211675
IGLC2	ENSG00000211677
IGLC3	ENSG00000211679
IGLJ2	ENSG00000211676
IGLJ5	ENSG00000211681
IGLJ7	ENSG00000211684
IGLL5	ENSG00000254709
IGLV1-36	ENSG00000211655
IGLV1-40	ENSG00000211653
IGLV1-44	ENSG00000211651
IGLV1-47	ENSG00000211648
IGLV1-50	ENSG00000211645
IGLV2-14	ENSG00000211666
IGLV2-23	ENSG00000211660
IGLV3-1	ENSG00000211673
IGLV3-10	ENSG00000211669
IGLV3-19	ENSG00000211663
IGLV3-25	ENSG00000211659
IGLV3-9	ENSG00000211670
IGLV7-43	ENSG00000211652
IGLV7-46	ENSG00000211649
IHH	ENSG00000163501
IL17REL	ENSG00000188263
JCHAIN	ENSG00000132465
KCNE3	ENSG00000175538
KCNK10	ENSG00000100433
KCNQ1	ENSG00000053918
KRT8	ENSG00000170421
LAMB3	ENSG00000196878
LGALS9	ENSG00000168961
LGALS9B	ENSG00000170298
LGALS9C	ENSG00000171916
LIPH	ENSG00000163898
LRRC31	ENSG00000114248
LYZ	ENSG00000090382
MBOAT4	ENSG00000177669
MECOM	ENSG00000085276
MIA	ENSG00000261857
MMP1	ENSG00000196611
MST1R	ENSG00000164078
MUC1	ENSG00000185499
MYEOV	ENSG00000172927
MYH13	ENSG00000006788
NBPF12	ENSG00000268043
NQO1	ENSG00000181019
OASL	ENSG00000135114
ONECUT3	ENSG00000205922
OVOL2	ENSG00000125850
PALM3	ENSG00000187867
PERCC1	ENSG00000284395
PIK3C2G	ENSG00000139144
POSTN	ENSG00000133110
POU2AF1	ENSG00000110777
PRR15	ENSG00000176532
PTGDR2	ENSG00000183134
PTPRH	ENSG00000080031
RAB27A	ENSG00000069974
RAB27B	ENSG00000041353
RASEF	ENSG00000165105
RASSF6	ENSG00000169435
S100P	ENSG00000163993
SDCBP2	ENSG00000125775
SHH	ENSG00000164690
SLAMF7	ENSG00000026751
SLC44A4	ENSG00000204385
SLC9A1	ENSG00000090020
SLC9A2	ENSG00000115616
SLC9A3	ENSG00000066230
SMIM22	ENSG00000267795
SMIM6	ENSG00000259120
SOSTDC1	ENSG00000171243
SPTSSB	ENSG00000196542
SRMS	ENSG00000125508
SSTR1	ENSG00000139874
STYK1	ENSG00000060140
SULT1B1	ENSG00000173597
SULT1C2	ENSG00000198203
SYTL2	ENSG00000137501
SYTL5	ENSG00000147041
TJP3	ENSG00000105289
TMC5	ENSG00000103534
TMEM211	ENSG00000206069
TMEM238	ENSG00000233493
TMEM92	ENSG00000167105
TMPRSS2	ENSG00000184012
TMPRSS3	ENSG00000160183
TNFRSF17	ENSG00000048462
TOX3	ENSG00000103460
TPH1	ENSG00000129167
TPSD1	ENSG00000095917
TRAJ28	ENSG00000211861
TRAJ29	ENSG00000211860
TRAJ52	ENSG00000211838
TRBJ2-4	ENSG00000211768
TRBJ2-6	ENSG00000211770
TRIM31	ENSG00000204616
TRIM73	ENSG00000178809
TRIM74	ENSG00000155428
TRNP1	ENSG00000253368
TRPA1	ENSG00000104321
TSPAN8	ENSG00000127324
UCN3	ENSG00000178473
UGT1A10	ENSG00000242515
UPK1B	ENSG00000114638
VWA2	ENSG00000165816
XK	ENSG00000047597
ZSCAN4	ENSG00000180532
