Gene	Ensembl
TMEM150B	ENSG00000180061
TMEM171	ENSG00000157111
TMEM252	ENSG00000181778
TPSG1	ENSG00000116176
TRAJ33	ENSG00000211856
TRBC2	ENSG00000211772
TREH	ENSG00000118094
TUBAL3	ENSG00000178462
VILL	ENSG00000136059
XDH	ENSG00000158125
AC243967.1	ENSG00000267881
ACY3	ENSG00000132744
B3GALT5	ENSG00000183778
BST1	ENSG00000109743
C10orf99	ENSG00000188373
C11orf86	ENSG00000173237
C3orf80	ENSG00000180044
CCL1	ENSG00000108702
CCL22	ENSG00000102962
CEACAM20	ENSG00000273777
CEACAM5	ENSG00000105388
CXCR5	ENSG00000160683
DENND1C	ENSG00000205744
FSIP1	ENSG00000150667
GALNT8	ENSG00000130035
GALR2	ENSG00000182687
GNE	ENSG00000159921
GPR15	ENSG00000154165
HHLA2	ENSG00000114455
HNF1A	ENSG00000135100
HSD11B2	ENSG00000176387
HSD17B2	ENSG00000086696
IGHD3-16	ENSG00000211917
IGHJ1	ENSG00000211905
IGHV3-30	ENSG00000270550
IGHV3-35	ENSG00000211957
IGHV3OR16-12	ENSG00000270467
IGKJ5	ENSG00000211593
IGKV1D-17	ENSG00000242766
IGKV1D-8	ENSG00000239819
IGLV4-69	ENSG00000211637
IGLV5-45	ENSG00000211650
IKZF3	ENSG00000161405
ITLN1	ENSG00000179914
L1TD1	ENSG00000240563
LBX2	ENSG00000179528
MNX1	ENSG00000130675
MYB	ENSG00000118513
NAALADL1	ENSG00000168060
PBLD	ENSG00000108187
PLA2G2A	ENSG00000188257
PRAC2	ENSG00000229637
RASAL3	ENSG00000105122
RFX6	ENSG00000185002
SASH3	ENSG00000122122
SCT	ENSG00000070031
SELENOP	ENSG00000250722
SIGLEC12	ENSG00000254521
SLC22A18AS	ENSG00000254827
SLC25A34	ENSG00000162461
SLC28A2	ENSG00000137860
SLC34A3	ENSG00000198569
SMIM28	ENSG00000262543
ST6GALNAC1	ENSG00000070526
TFF3	ENSG00000160180
TRAJ21	ENSG00000211868
TRAJ56	ENSG00000211835
TRAJ57	ENSG00000211834
TRPM6	ENSG00000119121
UNC5CL	ENSG00000124602
AADAC	ENSG00000114771
ABCB1	ENSG00000085563
ABCC2	ENSG00000023839
ABCG2	ENSG00000118777
ABHD17C	ENSG00000136379
ABO	ENSG00000175164
AC005551.1	ENSG00000284638
AC005833.1	ENSG00000255639
AC008403.1	ENSG00000268465
AC010422.5	ENSG00000269590
AC091167.6	ENSG00000275674
AC093525.1	ENSG00000259784
AC097637.1	ENSG00000173366
AC105206.4	ENSG00000288677
AC135068.1	ENSG00000278263
AC136616.2	ENSG00000277761
AC136616.3	ENSG00000278782
AC139530.2	ENSG00000262660
AC233755.1	ENSG00000275063
AC233755.2	ENSG00000277856
ACAP1	ENSG00000072818
ACE	ENSG00000159640
ACE2	ENSG00000130234
ACKR4	ENSG00000129048
ACOT11	ENSG00000162390
ACSL5	ENSG00000197142
ACTG2	ENSG00000163017
ADAP1	ENSG00000105963
ADGRG4	ENSG00000156920
ADTRP	ENSG00000111863
AGR2	ENSG00000106541
AGR3	ENSG00000173467
AIM2	ENSG00000163568
AKR1B10	ENSG00000198074
AKR1C3	ENSG00000196139
AKR7A3	ENSG00000162482
AL035078.4	ENSG00000285283
AL049569.3	ENSG00000288636
ANO7	ENSG00000146205
ANO9	ENSG00000185101
ANXA13	ENSG00000104537
APOBEC3B	ENSG00000179750
AQP11	ENSG00000178301
ARHGEF16	ENSG00000130762
ARHGEF25	ENSG00000240771
ARL14	ENSG00000179674
ASAH2B	ENSG00000204147
ASCL2	ENSG00000183734
ATP10B	ENSG00000118322
ATP2C2	ENSG00000064270
ATP8B1	ENSG00000081923
B3GNT3	ENSG00000179913
B3GNT7	ENSG00000156966
B4GALNT2	ENSG00000167080
BAG2	ENSG00000112208
BCL2L14	ENSG00000121380
BCL2L15	ENSG00000188761
BCO1	ENSG00000135697
BIRC3	ENSG00000023445
BMP3	ENSG00000152785
BRI3BP	ENSG00000184992
BRINP3	ENSG00000162670
BTC	ENSG00000174808
C1orf115	ENSG00000162817
C1orf210	ENSG00000253313
C1QTNF12	ENSG00000184163
C3orf85	ENSG00000241224
C9orf152	ENSG00000188959
CA13	ENSG00000185015
CA2	ENSG00000104267
CA4	ENSG00000167434
CACNA1C	ENSG00000151067
CACNA1H	ENSG00000196557
CALD1	ENSG00000122786
CALML4	ENSG00000129007
CAPN13	ENSG00000162949
CAPN5	ENSG00000149260
CAPN9	ENSG00000135773
CARD10	ENSG00000100065
CARMIL2	ENSG00000159753
CASP1	ENSG00000137752
CASP6	ENSG00000138794
CBLC	ENSG00000142273
CBR1	ENSG00000159228
CCDC68	ENSG00000166510
CCL11	ENSG00000172156
CCL13	ENSG00000181374
CCNI2	ENSG00000205089
CCR3	ENSG00000183625
CCR7	ENSG00000126353
CD101	ENSG00000134256
CD163L1	ENSG00000177675
CD177	ENSG00000204936
CD37	ENSG00000104894
CD6	ENSG00000013725
CDC42EP5	ENSG00000167617
CDCA7	ENSG00000144354
CDH19	ENSG00000071991
CDKN2B	ENSG00000147883
CEACAM1	ENSG00000079385
CEACAM6	ENSG00000086548
CES2	ENSG00000172831
CES3	ENSG00000172828
CFTR	ENSG00000001626
CGN	ENSG00000143375
CHMP4C	ENSG00000164695
CHN2	ENSG00000106069
CHRM2	ENSG00000181072
CHRNA7	ENSG00000175344
CKB	ENSG00000166165
CKMT1A	ENSG00000223572
CKMT1B	ENSG00000237289
CLCA4	ENSG00000016602
CLCN2	ENSG00000114859
CLDN23	ENSG00000253958
CLDN3	ENSG00000165215
CLDN7	ENSG00000181885
CLDN8	ENSG00000156284
CNGA3	ENSG00000144191
CNN1	ENSG00000130176
CNR2	ENSG00000188822
COL6A1	ENSG00000142156
CORO2A	ENSG00000106789
CPA6	ENSG00000165078
CPXM2	ENSG00000121898
CRACD	ENSG00000109265
CRACR2A	ENSG00000130038
CSPG4	ENSG00000173546
CSRP1	ENSG00000159176
CXCR3	ENSG00000186810
CYP2C18	ENSG00000108242
CYP2J2	ENSG00000134716
CYP3A5	ENSG00000106258
CYP4F11	ENSG00000171903
CYP4F12	ENSG00000186204
CYP4F2	ENSG00000186115
DAB1	ENSG00000173406
DCHS2	ENSG00000197410
DDC	ENSG00000132437
DEGS2	ENSG00000168350
DES	ENSG00000175084
DFFB	ENSG00000169598
DGAT1	ENSG00000185000
DHRS9	ENSG00000073737
DNASE1	ENSG00000213918
DPP4	ENSG00000197635
DPT	ENSG00000143196
DSG2	ENSG00000046604
EFNA2	ENSG00000099617
EMB	ENSG00000170571
ENPEP	ENSG00000138792
ENPP3	ENSG00000154269
ENTPD5	ENSG00000187097
ENTPD7	ENSG00000198018
ENTPD8	ENSG00000188833
EPCAM	ENSG00000119888
EPHA10	ENSG00000183317
EPHB2	ENSG00000133216
ERFL	ENSG00000268041
ESCO2	ENSG00000171320
ESPNL	ENSG00000144488
ETHE1	ENSG00000105755
ETV7	ENSG00000010030
F2RL1	ENSG00000164251
FADS6	ENSG00000172782
FAM3B	ENSG00000183844
FAM83D	ENSG00000101447
FAM83E	ENSG00000105523
FAR2	ENSG00000064763
FAXC	ENSG00000146267
FBP1	ENSG00000165140
FBXL22	ENSG00000197361
FCGBP	ENSG00000275395
FERMT1	ENSG00000101311
FFAR4	ENSG00000186188
FLNA	ENSG00000196924
FLVCR1	ENSG00000162769
FOLH1	ENSG00000086205
FOXD2	ENSG00000186564
FOXD3	ENSG00000187140
FOXF1	ENSG00000103241
FOXF2	ENSG00000137273
FOXP2	ENSG00000128573
FRMD1	ENSG00000153303
FUT2	ENSG00000176920
FUT3	ENSG00000171124
FXYD3	ENSG00000089356
GAL3ST1	ENSG00000128242
GALNT12	ENSG00000119514
GALNT5	ENSG00000136542
GATA5	ENSG00000130700
GBP3	ENSG00000117226
GCNT3	ENSG00000140297
GCNT4	ENSG00000176928
GDA	ENSG00000119125
GDNF	ENSG00000168621
GDPD2	ENSG00000130055
GFRA3	ENSG00000146013
GGT6	ENSG00000167741
GIPC2	ENSG00000137960
GK	ENSG00000198814
GLP2R	ENSG00000065325
GMDS	ENSG00000112699
GPR17	ENSG00000144230
GPR35	ENSG00000178623
GPR39	ENSG00000183840
GPR82	ENSG00000171657
GPX2	ENSG00000176153
GRIK3	ENSG00000163873
GSDMB	ENSG00000073605
GSTM4	ENSG00000168765
HAND1	ENSG00000113196
HAND2	ENSG00000164107
HEBP1	ENSG00000013583
HEPH	ENSG00000089472
HKDC1	ENSG00000156510
HLA-DMB	ENSG00000242574
HMCN2	ENSG00000148357
HNF4A	ENSG00000101076
HOXB9	ENSG00000170689
HOXD11	ENSG00000128713
HOXD12	ENSG00000170178
HSD17B11	ENSG00000198189
IGHD3-22	ENSG00000211911
IGHE	ENSG00000211891
IGHJ3	ENSG00000242887
IGHJ4	ENSG00000240041
IGHJ5	ENSG00000242472
IGHV1-18	ENSG00000211945
IGHV1-2	ENSG00000211934
IGHV1-3	ENSG00000211935
IGHV1-46	ENSG00000211962
IGHV1-69	ENSG00000211973
IGHV1-69-2	ENSG00000281990
IGHV1OR21-1	ENSG00000277282
IGHV2-5	ENSG00000211937
IGHV2-70D	ENSG00000211974
IGHV3-11	ENSG00000211941
IGHV3-13	ENSG00000211942
IGHV3-20	ENSG00000211946
IGHV3-21	ENSG00000211947
IGHV3-23	ENSG00000211949
IGHV3-33	ENSG00000211955
IGHV3-38	ENSG00000211958
IGHV3-48	ENSG00000211964
IGHV3-49	ENSG00000211965
IGHV3-53	ENSG00000211967
IGHV3-64	ENSG00000223648
IGHV3-64D	ENSG00000282639
IGHV3-66	ENSG00000211972
IGHV3-7	ENSG00000211938
IGHV3-72	ENSG00000225698
IGHV3-73	ENSG00000211976
IGHV3-74	ENSG00000224650
IGHV3OR15-7	ENSG00000259490
IGHV3OR16-10	ENSG00000233732
IGHV3OR16-17	ENSG00000259680
IGHV3OR16-8	ENSG00000271130
IGHV3OR16-9	ENSG00000270472
IGHV4-39	ENSG00000211959
IGHV4-59	ENSG00000224373
IGHV4-61	ENSG00000211970
IGHV4OR15-8	ENSG00000259261
IGHV5-10-1	ENSG00000282651
IGHV5-51	ENSG00000211966
IGHV7-4-1	ENSG00000282122
IGHV7-81	ENSG00000211979
IGKC	ENSG00000211592
IGKJ2	ENSG00000211596
IGKJ3	ENSG00000211595
IGKJ4	ENSG00000211594
IGKV1-12	ENSG00000243290
IGKV1-16	ENSG00000240864
IGKV1-17	ENSG00000240382
IGKV1-27	ENSG00000244575
IGKV1-37	ENSG00000239862
IGKV1-5	ENSG00000243466
IGKV1-6	ENSG00000239855
IGKV1-9	ENSG00000241755
IGKV1D-12	ENSG00000278857
IGKV1D-13	ENSG00000276566
IGKV1D-16	ENSG00000241244
IGKV1D-33	ENSG00000239975
IGKV1D-37	ENSG00000250036
IGKV1D-39	ENSG00000251546
IGKV1D-42	ENSG00000211633
IGKV1D-43	ENSG00000242580
IGKV1OR2-108	ENSG00000231292
IGKV2-24	ENSG00000241294
IGKV2-28	ENSG00000244116
IGKV2-30	ENSG00000243238
IGKV2-40	ENSG00000273962
IGKV2D-24	ENSG00000241566
IGKV2D-26	ENSG00000211623
IGKV2D-28	ENSG00000242534
IGKV2D-29	ENSG00000243264
IGKV2D-30	ENSG00000239571
IGKV3-11	ENSG00000241351
IGKV3-15	ENSG00000244437
IGKV3-20	ENSG00000239951
IGKV3-7	ENSG00000243063
IGKV3D-11	ENSG00000211632
IGKV3D-20	ENSG00000211625
IGKV3D-7	ENSG00000228325
IGKV3OR2-268	ENSG00000233999
IGKV4-1	ENSG00000211598
IGKV5-2	ENSG00000211599
IGKV6-21	ENSG00000211611
IGKV6D-41	ENSG00000211626
IGLC1	ENSG00000211675
IGLC2	ENSG00000211677
IGLC3	ENSG00000211679
IGLJ2	ENSG00000211676
IGLJ7	ENSG00000211684
IGLL5	ENSG00000254709
IGLV1-44	ENSG00000211651
IGLV1-47	ENSG00000211648
IGLV1-50	ENSG00000211645
IGLV1-51	ENSG00000211644
IGLV2-11	ENSG00000211668
IGLV2-14	ENSG00000211666
IGLV2-18	ENSG00000211664
IGLV2-23	ENSG00000211660
IGLV2-33	ENSG00000211656
IGLV2-8	ENSG00000278196
IGLV3-1	ENSG00000211673
IGLV3-10	ENSG00000211669
IGLV3-19	ENSG00000211663
IGLV4-60	ENSG00000211639
IGLV5-48	ENSG00000211647
IGLV7-43	ENSG00000211652
IGLV7-46	ENSG00000211649
IGLV8-61	ENSG00000211638
IHH	ENSG00000163501
IL17RE	ENSG00000163701
IL2RG	ENSG00000147168
INAVA	ENSG00000163362
INPP5D	ENSG00000168918
ITGA1	ENSG00000213949
ITGA5	ENSG00000161638
ITGAE	ENSG00000083457
ITM2C	ENSG00000135916
ITPKA	ENSG00000137825
JCHAIN	ENSG00000132465
KCNE3	ENSG00000175538
KCNH6	ENSG00000173826
KCNK10	ENSG00000100433
KCNK5	ENSG00000164626
KCNMB1	ENSG00000145936
KCNQ4	ENSG00000117013
KLK15	ENSG00000174562
KRT12	ENSG00000187242
KRT8	ENSG00000170421
L1CAM	ENSG00000198910
LCN15	ENSG00000177984
LGALS2	ENSG00000100079
LGALS3	ENSG00000131981
LGALS9	ENSG00000168961
LGALS9B	ENSG00000170298
LGALS9C	ENSG00000171916
LIMS2	ENSG00000072163
LIPH	ENSG00000163898
LMO3	ENSG00000048540
LMOD1	ENSG00000163431
LRATD1	ENSG00000162981
LRRC31	ENSG00000114248
LRRC66	ENSG00000188993
LRRC75A	ENSG00000181350
LTK	ENSG00000062524
LY75-CD302	ENSG00000248672
LY9	ENSG00000122224
LYNX1-SLURP2	ENSG00000284505
MACC1	ENSG00000183742
MADCAM1	ENSG00000099866
MALL	ENSG00000144063
MAOA	ENSG00000189221
MAP4K1	ENSG00000104814
MARVELD3	ENSG00000140832
MCOLN2	ENSG00000153898
MGAM	ENSG00000257335
MGAT3	ENSG00000128268
MKRN2OS	ENSG00000225526
MME	ENSG00000196549
MMP12	ENSG00000262406
MRGPRF	ENSG00000172935
MS4A8	ENSG00000166959
MTMR11	ENSG00000014914
MTNR1A	ENSG00000168412
MUC3A	ENSG00000169894
MUC4	ENSG00000145113
MYH11	ENSG00000133392
MYL9	ENSG00000101335
MYO15B	ENSG00000266714
MYO1D	ENSG00000176658
MYO5B	ENSG00000167306
MYOCD	ENSG00000141052
MZB1	ENSG00000170476
NBPF4	ENSG00000196427
NCS1	ENSG00000107130
NHSL1	ENSG00000135540
NLRC3	ENSG00000167984
NOXO1	ENSG00000196408
NPY4R	ENSG00000204174
NPY4R2	ENSG00000264717
NR0B2	ENSG00000131910
NR1H4	ENSG00000012504
NRARP	ENSG00000198435
NRP2	ENSG00000118257
NT5DC3	ENSG00000111696
OAT	ENSG00000065154
OLFM4	ENSG00000102837
OMP	ENSG00000254550
ONECUT2	ENSG00000119547
P2RX5	ENSG00000083454
P2RY4	ENSG00000186912
PAX4	ENSG00000106331
PDE9A	ENSG00000160191
PDLIM7	ENSG00000196923
PDSS1	ENSG00000148459
PDZRN4	ENSG00000165966
PEPD	ENSG00000124299
PF4V1	ENSG00000109272
PGM5	ENSG00000154330
PHLPP2	ENSG00000040199
PIGR	ENSG00000162896
PIGZ	ENSG00000119227
PIM2	ENSG00000102096
PKIB	ENSG00000135549
PLA2G12B	ENSG00000138308
PLA2G2C	ENSG00000187980
PLCB3	ENSG00000149782
PLEKHG6	ENSG00000008323
PLEKHO1	ENSG00000023902
PNCK	ENSG00000130822
POF1B	ENSG00000124429
POU2AF1	ENSG00000110777
PPIAL4C	ENSG00000263464
PPP1R14A	ENSG00000167641
PRDM6	ENSG00000061455
PRELID2	ENSG00000186314
PRIMA1	ENSG00000175785
PRKG2	ENSG00000138669
PRPH	ENSG00000135406
PRR15	ENSG00000176532
PRR15L	ENSG00000167183
PRR5L	ENSG00000135362
PRUNE2	ENSG00000106772
PSD	ENSG00000059915
PTCHD1	ENSG00000165186
PTGDR	ENSG00000168229
PTGDR2	ENSG00000183134
PTGR1	ENSG00000106853
PTGS1	ENSG00000095303
PTPRH	ENSG00000080031
PTPRO	ENSG00000151490
PTPRR	ENSG00000153233
PVRIG	ENSG00000213413
RAB17	ENSG00000124839
RBFOX3	ENSG00000167281
RBPMS2	ENSG00000166831
REEP6	ENSG00000115255
RNF128	ENSG00000133135
RNF186	ENSG00000178828
RNF43	ENSG00000108375
RSPO2	ENSG00000147655
RXFP4	ENSG00000173080
SAMD13	ENSG00000203943
SCIN	ENSG00000006747
SCML4	ENSG00000146285
SCNN1B	ENSG00000168447
SCTR	ENSG00000080293
SDCBP2	ENSG00000125775
SEC16B	ENSG00000120341
SECTM1	ENSG00000141574
SELENBP1	ENSG00000143416
SEMA4G	ENSG00000095539
SEMA6D	ENSG00000137872
SGK2	ENSG00000101049
SH2D6	ENSG00000152292
SH3D21	ENSG00000214193
SHISAL2A	ENSG00000182183
SIAE	ENSG00000110013
SIGLEC15	ENSG00000197046
SLAMF7	ENSG00000026751
SLC10A5	ENSG00000253598
SLC1A1	ENSG00000106688
SLC22A18	ENSG00000110628
SLC25A15	ENSG00000102743
SLC2A5	ENSG00000142583
SLC30A10	ENSG00000196660
SLC37A1	ENSG00000160190
SLC3A1	ENSG00000138079
SLC44A4	ENSG00000204385
SLC46A1	ENSG00000076351
SLC46A3	ENSG00000139508
SLC4A7	ENSG00000033867
SLC51B	ENSG00000186198
SLC52A3	ENSG00000101276
SLC5A12	ENSG00000148942
SLC7A7	ENSG00000155465
SLC9A2	ENSG00000115616
SLC9A3	ENSG00000066230
SMIM22	ENSG00000267795
SMIM31	ENSG00000248771
SMIM33	ENSG00000283288
SMPD3	ENSG00000103056
SMPDL3B	ENSG00000130768
SMTN	ENSG00000183963
SOWAHD	ENSG00000187808
SPEG	ENSG00000072195
SPINK14	ENSG00000196800
SQOR	ENSG00000137767
SRI	ENSG00000075142
SSTR1	ENSG00000139874
SSUH2	ENSG00000125046
ST14	ENSG00000149418
STX19	ENSG00000178750
STYK1	ENSG00000060140
SULT1A1	ENSG00000196502
SULT1A3	ENSG00000261052
SULT1A4	ENSG00000213648
SULT1B1	ENSG00000173597
SULT1E1	ENSG00000109193
SYNM	ENSG00000182253
SYTL2	ENSG00000137501
TAGLN	ENSG00000149591
TDP2	ENSG00000111802
TGFB1I1	ENSG00000140682
TIGD3	ENSG00000173825
TJP3	ENSG00000105289
TKFC	ENSG00000149476
TLDC2	ENSG00000101342
TMC5	ENSG00000103534
TMEM139	ENSG00000178826
TMEM229A	ENSG00000234224
TMEM238	ENSG00000233493
TMEM35A	ENSG00000126950
TMEM45B	ENSG00000151715
TMEM54	ENSG00000121900
TMEM82	ENSG00000162460
TMEM92	ENSG00000167105
TMPRSS4	ENSG00000137648
TMSB4Y	ENSG00000154620
TNFAIP8L1	ENSG00000185361
TNFRSF11A	ENSG00000141655
TNFRSF17	ENSG00000048462
