Gene	Ensembl
ZIC2	ENSG00000043355
BLID	ENSG00000259571
FEZF2	ENSG00000153266
IGHD2OR15-2A	ENSG00000282599
IGHD2OR15-2B	ENSG00000282268
IGHD3OR15-3A	ENSG00000282520
IGHD3OR15-3B	ENSG00000282089
GABRA1	ENSG00000022355
CCKBR	ENSG00000110148
DGKK	ENSG00000274588
FERD3L	ENSG00000146618
HRH3	ENSG00000101180
CACNA1E	ENSG00000198216
ELOA3CP	ENSG00000275553
FEZF1	ENSG00000128610
KCNK4	ENSG00000182450
MOG	ENSG00000204655
OR6V1	ENSG00000225781
KIF5A	ENSG00000155980
RIMBP3	ENSG00000275793
TLX3	ENSG00000164438
AL022312.1	ENSG00000285025
FAM236C	ENSG00000283594
GAP43	ENSG00000172020
CHST8	ENSG00000124302
ANKRD34B	ENSG00000189127
IGLJ4	ENSG00000211680
KCNF1	ENSG00000162975
PYDC2	ENSG00000253548
SV2B	ENSG00000185518
ABCA2	ENSG00000107331
FGF23	ENSG00000118972
GAL	ENSG00000069482
GPR26	ENSG00000154478
RTP5	ENSG00000188011
SLC6A5	ENSG00000165970
ARHGAP36	ENSG00000147256
C4orf50	ENSG00000181215
CACNG5	ENSG00000075429
NEUROD6	ENSG00000164600
NRSN1	ENSG00000152954
CRH	ENSG00000147571
EN2	ENSG00000164778
KLHL1	ENSG00000150361
MPPED1	ENSG00000186732
NEUROG3	ENSG00000122859
NRGN	ENSG00000154146
PAX7	ENSG00000009709
POU3F3	ENSG00000198914
PRLH	ENSG00000071677
SLC18A3	ENSG00000187714
GRIK2	ENSG00000164418
H4C8	ENSG00000158406
PCDH8	ENSG00000136099
PRKCG	ENSG00000126583
SNAP25	ENSG00000132639
SPHKAP	ENSG00000153820
ANO3	ENSG00000134343
DRGX	ENSG00000165606
SCRT1	ENSG00000261678
CSPG5	ENSG00000114646
ELAVL3	ENSG00000196361
HTR6	ENSG00000158748
NPTXR	ENSG00000221890
NTSR1	ENSG00000101188
PRR35	ENSG00000161992
SMIM43	ENSG00000164112
SNCB	ENSG00000074317
SOX1	ENSG00000182968
TFAP2D	ENSG00000008197
USP17L22	ENSG00000248933
CCDC7	ENSG00000216937
ERMN	ENSG00000136541
KIAA1549L	ENSG00000110427
OR2L8	ENSG00000279263
PACSIN1	ENSG00000124507
PCDH9	ENSG00000184226
PNMA5	ENSG00000198883
PRSS51	ENSG00000253649
USP17L20	ENSG00000250745
AC092442.1	ENSG00000284684
CNTNAP4	ENSG00000152910
ENHO	ENSG00000168913
FEV	ENSG00000163497
GHRH	ENSG00000118702
GLRA1	ENSG00000145888
GSC2	ENSG00000063515
HAPLN2	ENSG00000132702
HCN4	ENSG00000138622
IFNA2	ENSG00000188379
RIMS3	ENSG00000117016
SRRM4	ENSG00000139767
ZIC1	ENSG00000152977
HIPK4	ENSG00000160396
KCNJ4	ENSG00000168135
KCNK12	ENSG00000184261
MAS1	ENSG00000130368
NKAIN4	ENSG00000101198
NXPH1	ENSG00000122584
POU3F2	ENSG00000184486
PRYP3	ENSG00000169763
PTH2	ENSG00000142538
STUM	ENSG00000203685
VAX1	ENSG00000148704
CACNA1A	ENSG00000141837
CACNG3	ENSG00000006116
CADM2	ENSG00000175161
CHRNA2	ENSG00000120903
DLX1	ENSG00000144355
EGR4	ENSG00000135625
GABRD	ENSG00000187730
GNG7	ENSG00000176533
GRM3	ENSG00000198822
HOXC12	ENSG00000123407
HPCA	ENSG00000121905
MAP1A	ENSG00000166963
MDGA2	ENSG00000139915
MTURN	ENSG00000180354
OPCML	ENSG00000183715
SLC6A11	ENSG00000132164
SYNPR	ENSG00000163630
SYT2	ENSG00000143858
TAS2R40	ENSG00000221937
TMEM144	ENSG00000164124
TMEM151B	ENSG00000178233
VSNL1	ENSG00000163032
XKR7	ENSG00000260903
AC068870.4	ENSG00000288625
BHLHA9	ENSG00000205899
BTBD17	ENSG00000204347
C22orf42	ENSG00000205856
CEP295NL	ENSG00000178404
CPNE9	ENSG00000144550
DRD1	ENSG00000184845
FSTL5	ENSG00000168843
GPM6A	ENSG00000150625
H3C2	ENSG00000286522
HCN1	ENSG00000164588
KCNA1	ENSG00000111262
KCNJ6	ENSG00000157542
MTRNR2L11	ENSG00000270188
NRXN1	ENSG00000179915
OTOF	ENSG00000115155
PLPP4	ENSG00000203805
PRDM12	ENSG00000130711
PRR18	ENSG00000176381
PTPN5	ENSG00000110786
RESP18	ENSG00000182698
SHANK1	ENSG00000161681
SHISA8	ENSG00000234965
SMIM32	ENSG00000271824
STX1B	ENSG00000099365
SV2C	ENSG00000122012
AC138647.1	ENSG00000226490
C11orf87	ENSG00000185742
C19orf81	ENSG00000235034
CASKIN1	ENSG00000167971
CHRM5	ENSG00000184984
DBX2	ENSG00000185610
DDN	ENSG00000181418
FAM107A	ENSG00000168309
GABRA5	ENSG00000186297
GAD1	ENSG00000128683
GRIA4	ENSG00000152578
LRTM2	ENSG00000166159
MCHR2	ENSG00000152034
MDGA1	ENSG00000112139
NPY	ENSG00000122585
PBOV1	ENSG00000254440
SLC5A7	ENSG00000115665
SNX32	ENSG00000172803
SYN2	ENSG00000157152
SYT1	ENSG00000067715
TMEM151A	ENSG00000179292
UNCX	ENSG00000164853
UTS2	ENSG00000049247
VGF	ENSG00000128564
ZIC4	ENSG00000174963
AC026316.4	ENSG00000285218
ADARB2	ENSG00000185736
ATP1B2	ENSG00000129244
CALY	ENSG00000130643
CAMKV	ENSG00000164076
DISP2	ENSG00000140323
DISP3	ENSG00000204624
GABBR2	ENSG00000136928
GABRB2	ENSG00000145864
GRIK1	ENSG00000171189
H1-6	ENSG00000187475
HCN2	ENSG00000099822
KCND2	ENSG00000184408
KNCN	ENSG00000162456
NCDN	ENSG00000020129
NOS1	ENSG00000089250
OR1E2	ENSG00000127780
PCDH19	ENSG00000165194
PDE10A	ENSG00000112541
PLD5	ENSG00000180287
PWWP4	ENSG00000278803
RBFOX1	ENSG00000078328
RUNX1T1	ENSG00000079102
SIX3	ENSG00000138083
SOWAHA	ENSG00000198944
TRIM67	ENSG00000119283
VAT1L	ENSG00000171724
ADAMTS19	ENSG00000145808
ADGRA1	ENSG00000197177
APC2	ENSG00000115266
BARHL2	ENSG00000143032
C10orf90	ENSG00000154493
CHAT	ENSG00000070748
CPLX1	ENSG00000168993
DGKB	ENSG00000136267
FAM246A	ENSG00000286102
GPR139	ENSG00000180269
GRIN2A	ENSG00000183454
GRM2	ENSG00000164082
H3C15	ENSG00000203852
HCRTR2	ENSG00000137252
HIPK2	ENSG00000064393
HMX2	ENSG00000188816
HS3ST4	ENSG00000182601
IGSF1	ENSG00000147255
KCNH4	ENSG00000089558
KLHL32	ENSG00000186231
MAP1B	ENSG00000131711
MAP2	ENSG00000078018
MGAT5B	ENSG00000167889
NEFH	ENSG00000100285
NKX2-4	ENSG00000125816
OXTR	ENSG00000180914
PLLP	ENSG00000102934
SHTN1	ENSG00000187164
SLC1A3	ENSG00000079215
SLC8A3	ENSG00000100678
SST	ENSG00000157005
ST18	ENSG00000147488
SYNGR3	ENSG00000127561
TRH	ENSG00000170893
UNC13A	ENSG00000130477
AGAP2	ENSG00000135439
ARMC3	ENSG00000165309
BAIAP3	ENSG00000007516
C1QL2	ENSG00000144119
CALCB	ENSG00000175868
CCDC177	ENSG00000267909
CCK	ENSG00000187094
CDK5R2	ENSG00000171450
CEND1	ENSG00000184524
CENPVL1	ENSG00000223591
CHRM1	ENSG00000168539
DAO	ENSG00000110887
DPF1	ENSG00000011332
EPHA5	ENSG00000145242
FBXL16	ENSG00000127585
GABRA4	ENSG00000109158
GABRQ	ENSG00000268089
GJC2	ENSG00000198835
GPR83	ENSG00000123901
GPR88	ENSG00000181656
H3C14	ENSG00000203811
H4C2	ENSG00000278705
H4C5	ENSG00000276966
HEPACAM	ENSG00000165478
KCNG4	ENSG00000168418
KCNQ3	ENSG00000184156
LINC00634	ENSG00000205704
LRRC7	ENSG00000033122
NAA11	ENSG00000156269
NETO1	ENSG00000166342
NEUROD1	ENSG00000162992
NKAIN3	ENSG00000185942
NPAS4	ENSG00000174576
NYAP2	ENSG00000144460
OPRK1	ENSG00000082556
PCDH11X	ENSG00000102290
PIEZO2	ENSG00000154864
PYDC1	ENSG00000169900
RGS8	ENSG00000135824
SHISAL2B	ENSG00000145642
SLIT1	ENSG00000187122
SSTR4	ENSG00000132671
STX1A	ENSG00000106089
TAFA4	ENSG00000163377
TCF7L2	ENSG00000148737
TMEM145	ENSG00000167619
TNR	ENSG00000116147
TOGARAM2	ENSG00000189350
TPPP	ENSG00000171368
UGT8	ENSG00000174607
VSX1	ENSG00000100987
YJEFN3	ENSG00000250067
ZNF354B	ENSG00000178338
AC025287.4	ENSG00000284484
ACHE	ENSG00000087085
ALK	ENSG00000171094
AMZ1	ENSG00000174945
BAALC	ENSG00000164929
BRINP1	ENSG00000078725
C10orf105	ENSG00000214688
CALN1	ENSG00000183166
CCDC194	ENSG00000269720
CDH10	ENSG00000040731
CDH15	ENSG00000129910
CDH18	ENSG00000145526
CNTN2	ENSG00000184144
CPNE4	ENSG00000196353
CRYBA1	ENSG00000108255
CSMD2	ENSG00000121904
CTNNA3	ENSG00000183230
DNAH17	ENSG00000187775
DRD3	ENSG00000151577
GRID2	ENSG00000152208
H3-4	ENSG00000168148
H4C6	ENSG00000274618
HHATL	ENSG00000010282
HMX3	ENSG00000188620
HPCAL4	ENSG00000116983
HTR1A	ENSG00000178394
HTR4	ENSG00000164270
INA	ENSG00000148798
KCNA2	ENSG00000177301
KCNS1	ENSG00000124134
LHFPL3	ENSG00000187416
LMTK3	ENSG00000142235
MC4R	ENSG00000166603
MOBP	ENSG00000168314
NAT8L	ENSG00000185818
NEFL	ENSG00000277586
NEFM	ENSG00000104722
NTN3	ENSG00000162068
NTNG2	ENSG00000196358
PDE1B	ENSG00000123360
PHACTR3	ENSG00000087495
POU3F1	ENSG00000185668
PPFIA2	ENSG00000139220
RASD2	ENSG00000100302
RFPL2	ENSG00000128253
RTN4RL2	ENSG00000186907
S100B	ENSG00000160307
SEPTIN3	ENSG00000100167
SHD	ENSG00000105251
SLC1A2	ENSG00000110436
SLC25A18	ENSG00000182902
TRHR	ENSG00000174417
TRIL	ENSG00000255690
ZNF488	ENSG00000265763
ZP2	ENSG00000103310
ABHD12B	ENSG00000131969
AC013470.2	ENSG00000226690
AC083977.1	ENSG00000286131
AC084756.2	ENSG00000288645
AC136475.9	ENSG00000288681
ADAM22	ENSG00000008277
ADCY8	ENSG00000155897
ADGRB2	ENSG00000121753
ANKRD34C	ENSG00000235711
ANLN	ENSG00000011426
ARC	ENSG00000198576
ATRNL1	ENSG00000107518
BGLAP	ENSG00000242252
CABP7	ENSG00000100314
CACNG2	ENSG00000166862
CAMK2A	ENSG00000070808
CAMK4	ENSG00000152495
CARTPT	ENSG00000164326
CCDC114	ENSG00000105479
CERS1	ENSG00000223802
CHADL	ENSG00000100399
CLDND1	ENSG00000080822
CNDP1	ENSG00000150656
CNP	ENSG00000173786
CORT	ENSG00000241563
CR589904.2	ENSG00000286015
CSMD3	ENSG00000164796
DBH	ENSG00000123454
DLGAP3	ENSG00000116544
DMBX1	ENSG00000197587
DNAH12	ENSG00000174844
DPYSL2	ENSG00000092964
DPYSL5	ENSG00000157851
DTNA	ENSG00000134769
ELAVL2	ENSG00000107105
FXYD7	ENSG00000221946
GABRB1	ENSG00000163288
GAD2	ENSG00000136750
GPR37	ENSG00000170775
GPR37L1	ENSG00000170075
GPR6	ENSG00000146360
GPR62	ENSG00000180929
GPRC5B	ENSG00000167191
GRIN2D	ENSG00000105464
H1-1	ENSG00000124610
H1-4	ENSG00000168298
H1-5	ENSG00000184357
H4C4	ENSG00000277157
HAPLN4	ENSG00000187664
HSPH1	ENSG00000120694
HTR1D	ENSG00000179546
IFITM5	ENSG00000206013
IPCEF1	ENSG00000074706
IQCJ	ENSG00000214216
JAKMIP3	ENSG00000188385
KCNC1	ENSG00000129159
KCNH1	ENSG00000143473
KCNV1	ENSG00000164794
KCTD2	ENSG00000180901
KIAA2012	ENSG00000182329
LGI3	ENSG00000168481
LINC00514	ENSG00000262152
LRRC55	ENSG00000183908
LRRTM4	ENSG00000176204
MAGEL2	ENSG00000254585
MEGF10	ENSG00000145794
MTRNR2L10	ENSG00000256045
NAT16	ENSG00000167011
NKX6-2	ENSG00000148826
NMS	ENSG00000204640
NTNG1	ENSG00000162631
OLFM3	ENSG00000118733
PCDHA8	ENSG00000204962
PCDHGA8	ENSG00000253767
PENK	ENSG00000181195
PHOX2A	ENSG00000165462
PLCG2	ENSG00000197943
PLEKHB1	ENSG00000021300
PLP1	ENSG00000123560
POTEI	ENSG00000196834
POU3F4	ENSG00000196767
POU4F2	ENSG00000151615
PRSS56	ENSG00000237412
RAB3C	ENSG00000152932
RFTN2	ENSG00000162944
RPRML	ENSG00000179673
SCG2	ENSG00000171951
SCN1A	ENSG00000144285
SEC14L5	ENSG00000103184
SLAIN1	ENSG00000139737
SLC1A6	ENSG00000105143
SLC22A17	ENSG00000092096
SLC6A2	ENSG00000103546
SLCO1C1	ENSG00000139155
SOX14	ENSG00000168875
STH	ENSG00000256762
STXBP5L	ENSG00000145087
SVOP	ENSG00000166111
SYT3	ENSG00000213023
SYT5	ENSG00000129990
TAS2R3	ENSG00000127362
TMEFF1	ENSG00000241697
TMEM132D	ENSG00000151952
TMEM275	ENSG00000282881
TRMT9B	ENSG00000250305
TTLL7	ENSG00000137941
USP45	ENSG00000123552
VSTM2B	ENSG00000187135
VWC2L	ENSG00000174453
YIPF4	ENSG00000119820
ZBBX	ENSG00000169064
ZDHHC22	ENSG00000177108
ZFR2	ENSG00000105278
ZMAT4	ENSG00000165061
AATK	ENSG00000181409
AC006059.2	ENSG00000280571
AC007325.4	ENSG00000278817
AC010980.1	ENSG00000288658
AC079741.2	ENSG00000288634
ACP7	ENSG00000183760
ACSBG1	ENSG00000103740
ADAM11	ENSG00000073670
ADAM20	ENSG00000134007
ADCY2	ENSG00000078295
ADGRB1	ENSG00000181790
AGRP	ENSG00000159723
AK5	ENSG00000154027
AL160272.2	ENSG00000285082
ANKRD18B	ENSG00000230453
ANKRD62	ENSG00000181626
APLNR	ENSG00000134817
ASIC4	ENSG00000072182
ATP8A2	ENSG00000132932
B3GAT1	ENSG00000109956
B4GALNT1	ENSG00000135454
BSN	ENSG00000164061
BTBD18	ENSG00000233436
BTBD8	ENSG00000189195
C1orf87	ENSG00000162598
C1QL1	ENSG00000131094
C1QL3	ENSG00000165985
CACNG7	ENSG00000105605
CARNS1	ENSG00000172508
CASTOR2	ENSG00000274070
CBLN1	ENSG00000102924
CBLN2	ENSG00000141668
CENPVL3	ENSG00000224109
CEP170	ENSG00000143702
CHD5	ENSG00000116254
CHRNA6	ENSG00000147434
CNIH2	ENSG00000174871
CNPY1	ENSG00000146910
CTNND2	ENSG00000169862
DIRAS2	ENSG00000165023
DLEU7	ENSG00000186047
DLL3	ENSG00000090932
DRD2	ENSG00000149295
ECEL1	ENSG00000171551
EDIL3	ENSG00000164176
ELMOD1	ENSG00000110675
ENC1	ENSG00000171617
FAM163B	ENSG00000196990
FOXG1	ENSG00000176165
GAREM2	ENSG00000157833
GFAP	ENSG00000131095
GLRA2	ENSG00000101958
GPR158	ENSG00000151025
GPR52	ENSG00000203737
GRIA1	ENSG00000155511
GRM5	ENSG00000168959
H2BC10	ENSG00000278588
H4C1	ENSG00000278637
HDC	ENSG00000140287
HS3ST2	ENSG00000122254
ICAM5	ENSG00000105376
KCNA4	ENSG00000182255
KCNA6	ENSG00000151079
KCNG3	ENSG00000171126
KCNH3	ENSG00000135519
KCNH5	ENSG00000140015
KCNJ12	ENSG00000184185
KCNJ9	ENSG00000162728
KIAA1755	ENSG00000149633
KIF13B	ENSG00000197892
KIRREL3	ENSG00000149571
KISS1R	ENSG00000116014
LGI1	ENSG00000108231
LHFPL4	ENSG00000156959
LHX2	ENSG00000106689
LRRC10B	ENSG00000204950
MAB21L1	ENSG00000180660
MAP3K19	ENSG00000176601
MAPK8IP2	ENSG00000008735
MLC1	ENSG00000100427
NACAD	ENSG00000136274
NANOS3	ENSG00000187556
NAPB	ENSG00000125814
NDST4	ENSG00000138653
NIM1K	ENSG00000177453
NKAIN2	ENSG00000188580
NOS1AP	ENSG00000198929
NPFFR1	ENSG00000148734
NPIPA1	ENSG00000183426
NPPC	ENSG00000163273
OPRM1	ENSG00000112038
OR10K1	ENSG00000173285
OR2L13	ENSG00000196071
OR2L5	ENSG00000197454
OR2W3	ENSG00000238243
OR3A2	ENSG00000221882
PCDHA5	ENSG00000204965
PCSK1	ENSG00000175426
PCSK1N	ENSG00000102109
PDE1C	ENSG00000154678
PDYN	ENSG00000101327
PDZD7	ENSG00000186862
PEX5L	ENSG00000114757
PHLPP1	ENSG00000081913
PIP4K2A	ENSG00000150867
PIRT	ENSG00000233670
PITX3	ENSG00000107859
PLPPR4	ENSG00000117600
PNMA8C	ENSG00000277531
POTEF	ENSG00000196604
POU4F1	ENSG00000152192
PTPRN	ENSG00000054356
RAB3B	ENSG00000169213
RASGRF1	ENSG00000058335
RFX4	ENSG00000111783
RND2	ENSG00000108830
SCHIP1	ENSG00000151967
SCN2A	ENSG00000136531
SEZ6	ENSG00000063015
SEZ6L	ENSG00000100095
SHOX	ENSG00000185960
SLC17A8	ENSG00000179520
SLC22A24	ENSG00000197658
SLC22A31	ENSG00000259803
SLC24A2	ENSG00000155886
SLC25A41	ENSG00000181240
SLC35D3	ENSG00000182747
SLC6A4	ENSG00000108576
SLC7A10	ENSG00000130876
SNCA	ENSG00000145335
SNPH	ENSG00000101298
SOHLH1	ENSG00000165643
SORCS3	ENSG00000156395
SOX10	ENSG00000100146
SP8	ENSG00000164651
SPACA6	ENSG00000182310
SPTBN5	ENSG00000137877
STMN2	ENSG00000104435
SYN1	ENSG00000008056
SYN3	ENSG00000185666
SYNJ2	ENSG00000078269
SYP	ENSG00000102003
SYT14	ENSG00000143469
TEX29	ENSG00000153495
TMEM132B	ENSG00000139364
TMEM235	ENSG00000204278
TMEM271	ENSG00000273238
TMEM59L	ENSG00000105696
TTYH2	ENSG00000141540
TUBB3	ENSG00000258947
UBA3	ENSG00000144744
ULBP1	ENSG00000111981
VXN	ENSG00000169085
XKR6	ENSG00000171044
ZDHHC11B	ENSG00000206077
AC007325.2	ENSG00000277196
AC009412.1	ENSG00000286075
AC012488.2	ENSG00000286165
AC072022.2	ENSG00000285938
AC114402.2	ENSG00000288644
AC213203.1	ENSG00000268674
AC233723.1	ENSG00000262165
ADAMTS18	ENSG00000140873
ADAMTS20	ENSG00000173157
ADCYAP1R1	ENSG00000078549
ADGRB3	ENSG00000135298
ADRA1B	ENSG00000170214
AF241726.1	ENSG00000250349
AKAP5	ENSG00000179841
AL451106.1	ENSG00000288661
AMER3	ENSG00000178171
AMPH	ENSG00000078053
ANKRD55	ENSG00000164512
ANKS1B	ENSG00000185046
ANKUB1	ENSG00000206199
APLP1	ENSG00000105290
ASB18	ENSG00000182177
ATP6V1G2	ENSG00000213760
BCL11B	ENSG00000127152
BEND6	ENSG00000151917
BHLHE22	ENSG00000180828
BHLHE23	ENSG00000125533
BRSK1	ENSG00000160469
C1QL4	ENSG00000186897
C1QTNF8	ENSG00000184471
C2orf72	ENSG00000204128
C9orf24	ENSG00000164972
CACNB4	ENSG00000182389
CASP5	ENSG00000137757
CBLN3	ENSG00000139899
CCDC136	ENSG00000128596
CCDC175	ENSG00000151838
CDH20	ENSG00000101542
CDH22	ENSG00000149654
CDH4	ENSG00000179242
CELF5	ENSG00000161082
CFAP100	ENSG00000163885
CFAP43	ENSG00000197748
CFAP99	ENSG00000206113
CHN1	ENSG00000128656
CHRM4	ENSG00000180720
CLVS2	ENSG00000146352
CMTM5	ENSG00000166091
CNIH3	ENSG00000143786
CRB1	ENSG00000134376
CRHR1	ENSG00000120088
CROCC2	ENSG00000226321
CUX2	ENSG00000111249
CYP46A1	ENSG00000036530
DCC	ENSG00000187323
DNAH9	ENSG00000007174
DNAI1	ENSG00000122735
DNAJC6	ENSG00000116675
DNM1	ENSG00000106976
DNM3	ENSG00000197959
DRAXIN	ENSG00000162490
DSCAM	ENSG00000171587
DSCAML1	ENSG00000177103
DTHD1	ENSG00000197057
EFHB	ENSG00000163576
EIF4E1B	ENSG00000175766
ELAVL4	ENSG00000162374
ELFN2	ENSG00000166897
EOMES	ENSG00000163508
EXTL1	ENSG00000158008
FA2H	ENSG00000103089
FABP7	ENSG00000164434
FAM131B	ENSG00000159784
FAM178B	ENSG00000168754
FAM181B	ENSG00000182103
FAT3	ENSG00000165323
FGF5	ENSG00000138675
FNDC9	ENSG00000172568
FRMPD4	ENSG00000169933
FSD1	ENSG00000105255
FSHR	ENSG00000170820
FUT7	ENSG00000180549
GABRA3	ENSG00000011677
GABRE	ENSG00000102287
GABRG1	ENSG00000163285
GCK	ENSG00000106633
GDF1	ENSG00000130283
GHSR	ENSG00000121853
GLDN	ENSG00000186417
GLRA3	ENSG00000145451
GNAL	ENSG00000141404
GNG3	ENSG00000162188
GPR137C	ENSG00000180998
GPR149	ENSG00000174948
GPR162	ENSG00000250510
GPR85	ENSG00000164604
GRM1	ENSG00000152822
GSG1L	ENSG00000169181
H2AC16	ENSG00000276903
H2AL1RP	ENSG00000229674
H3C1	ENSG00000275714
HAP1	ENSG00000173805
HECW1	ENSG00000002746
HES5	ENSG00000197921
HTR1B	ENSG00000135312
HTR5A	ENSG00000157219
IDS	ENSG00000010404
IGSF11	ENSG00000144847
INSM2	ENSG00000168348
INSRR	ENSG00000027644
INSYN2A	ENSG00000188916
ISLR2	ENSG00000167178
ITPRID1	ENSG00000180347
KANTR	ENSG00000232593
KCNC2	ENSG00000166006
KCNG2	ENSG00000178342
KCNH7	ENSG00000184611
KCNJ10	ENSG00000177807
KCNK9	ENSG00000169427
KCNQ2	ENSG00000075043
KCTD16	ENSG00000183775
KCTD4	ENSG00000180332
KIAA0319	ENSG00000137261
KIF1A	ENSG00000130294
KIF1B	ENSG00000054523
KIF5C	ENSG00000168280
KSR2	ENSG00000171435
LHFPL1	ENSG00000182508
LINGO3	ENSG00000220008
LIX1	ENSG00000145721
LRFN2	ENSG00000156564
LRP4	ENSG00000134569
LRRC43	ENSG00000158113
LRRC53	ENSG00000162621
LRRC9	ENSG00000131951
LRRTM1	ENSG00000162951
LUZP2	ENSG00000187398
LZTS1	ENSG00000061337
MAGEC3	ENSG00000165509
MAGED4	ENSG00000154545
MAP4K4	ENSG00000071054
MAST1	ENSG00000105613
MMP24	ENSG00000125966
MSANTD3-TMEFF1	ENSG00000251349
MTCL1	ENSG00000168502
MYT1L	ENSG00000186487
NANOGP8	ENSG00000255192
NBEA	ENSG00000172915
NBPF20	ENSG00000162825
NCKAP5	ENSG00000176771
NDST3	ENSG00000164100
NECAB1	ENSG00000123119
NEK5	ENSG00000197168
NHLH2	ENSG00000177551
NKAIN1	ENSG00000084628
NKX2-2	ENSG00000125820
NPB	ENSG00000183979
NPTX1	ENSG00000171246
NPY2R	ENSG00000185149
NSG2	ENSG00000170091
NSMF	ENSG00000165802
NTRK1	ENSG00000198400
OLFM1	ENSG00000130558
OLIG1	ENSG00000184221
OPRD1	ENSG00000116329
OR52I1	ENSG00000232268
OTUD7A	ENSG00000169918
P2RX6	ENSG00000099957
PANX2	ENSG00000073150
PCDH11Y	ENSG00000099715
PCDHA13	ENSG00000239389
PCDHGC4	ENSG00000242419
PCDHGC5	ENSG00000240764
PEG3	ENSG00000198300
PHF24	ENSG00000122733
PHOX2B	ENSG00000109132
PLXNB3	ENSG00000198753
PNLDC1	ENSG00000146453
POTEE	ENSG00000188219
PPM1E	ENSG00000175175
PPP1R1B	ENSG00000131771
PRKAR1B	ENSG00000188191
PRR36	ENSG00000183248
PRRT1	ENSG00000204314
PSD2	ENSG00000146005
RAB3A	ENSG00000105649
RAB6B	ENSG00000154917
RASL10A	ENSG00000100276
RELN	ENSG00000189056
RET	ENSG00000165731
RIT2	ENSG00000152214
RNF220	ENSG00000187147
RTP1	ENSG00000175077
SATB2	ENSG00000119042
SCN3A	ENSG00000153253
SDR42E2	ENSG00000183921
SEPTIN4	ENSG00000108387
SGCZ	ENSG00000185053
SH3TC2	ENSG00000169247
SHISA7	ENSG00000187902
SKOR1	ENSG00000188779
SLC10A4	ENSG00000145248
SLC16A8	ENSG00000100156
SLC17A6	ENSG00000091664
SLC30A3	ENSG00000115194
SLC32A1	ENSG00000101438
SLC35F3	ENSG00000183780
SLC38A8	ENSG00000166558
SLC4A8	ENSG00000050438
SLC5A11	ENSG00000158865
SLC8A2	ENSG00000118160
SNAP91	ENSG00000065609
SOX11	ENSG00000176887
SOX21	ENSG00000125285
SOX8	ENSG00000005513
SPAG8	ENSG00000137098
SRRM3	ENSG00000177679
STMN4	ENSG00000015592
STON2	ENSG00000140022
STRC	ENSG00000242866
STXBP1	ENSG00000136854
SYT10	ENSG00000110975
SYT12	ENSG00000173227
TAC1	ENSG00000006128
TCEAL5	ENSG00000204065
TENM2	ENSG00000145934
TESPA1	ENSG00000135426
TIAM1	ENSG00000156299
TMEM132A	ENSG00000006118
TMEM132E	ENSG00000181291
TMEM179	ENSG00000258986
TMEM272	ENSG00000281106
TMTC2	ENSG00000179104
TRAJ22	ENSG00000211867
TRAJ50	ENSG00000211839
TRAJ58	ENSG00000211833
TRGJP2	ENSG00000211688
TRPC5	ENSG00000072315
TTBK1	ENSG00000146216
TTLL9	ENSG00000131044
TULP4	ENSG00000130338
TUNAR	ENSG00000250366
UBAP1L	ENSG00000246922
UBE2QL1	ENSG00000215218
UCHL1	ENSG00000154277
UNC13C	ENSG00000137766
UNC80	ENSG00000144406
