Gene	Ensembl
IGKV1-27	ENSG00000244575
IGKV1D-12	ENSG00000278857
IGKV1D-33	ENSG00000239975
IGKV2D-28	ENSG00000242534
IGKV3-7	ENSG00000243063
IGLV2-33	ENSG00000211656
INSYN2B	ENSG00000204767
IRX1	ENSG00000170549
IRX2	ENSG00000170561
ISG15	ENSG00000187608
ITGB4	ENSG00000132470
KCNN4	ENSG00000104783
KLK15	ENSG00000174562
KLRG2	ENSG00000188883
KRT19	ENSG00000171345
KRT7	ENSG00000135480
LCN2	ENSG00000148346
LHX8	ENSG00000162624
LMAN1L	ENSG00000140506
LMX1B	ENSG00000136944
LRATD2	ENSG00000168672
LRRC31	ENSG00000114248
LTK	ENSG00000062524
LYZ	ENSG00000090382
MANSC1	ENSG00000111261
MELTF	ENSG00000163975
MIA	ENSG00000261857
MLPH	ENSG00000115648
MMP27	ENSG00000137675
MMP3	ENSG00000149968
MMP7	ENSG00000137673
MRGPRX3	ENSG00000179826
MX1	ENSG00000157601
MYBPH	ENSG00000133055
NCALD	ENSG00000104490
NCMAP	ENSG00000184454
NDRG2	ENSG00000165795
NKX2-6	ENSG00000180053
NUCB2	ENSG00000070081
OAS1	ENSG00000089127
OAS2	ENSG00000111335
OVOL2	ENSG00000125850
PAX3	ENSG00000135903
PHLDA1	ENSG00000139289
PIGR	ENSG00000162896
PIK3AP1	ENSG00000155629
PLA2R1	ENSG00000153246
PLCB4	ENSG00000101333
PRSS22	ENSG00000005001
PRSS8	ENSG00000052344
PYCR1	ENSG00000183010
RASAL1	ENSG00000111344
RSAD2	ENSG00000134321
RUNX2	ENSG00000124813
SCGB1C1	ENSG00000188076
SCNN1A	ENSG00000111319
SENP1	ENSG00000079387
SH3BGRL2	ENSG00000198478
SH3BP4	ENSG00000130147
SIDT1	ENSG00000072858
SIX1	ENSG00000126778
SIX2	ENSG00000170577
SLC12A2	ENSG00000064651
SLC16A14	ENSG00000163053
SLC28A3	ENSG00000197506
SLC35F2	ENSG00000110660
SLC37A2	ENSG00000134955
SLC4A11	ENSG00000088836
SLC6A14	ENSG00000268104
SLC9A1	ENSG00000090020
SLFN13	ENSG00000154760
SLITRK5	ENSG00000165300
SLITRK6	ENSG00000184564
SMCO4	ENSG00000166002
SMIM22	ENSG00000267795
SMIM33	ENSG00000283288
SOX9	ENSG00000125398
SPDEF	ENSG00000124664
SPINK6	ENSG00000178172
SVOPL	ENSG00000157703
SYT7	ENSG00000011347
TACSTD2	ENSG00000184292
TAS1R3	ENSG00000169962
TBC1D24	ENSG00000162065
TESC	ENSG00000088992
TFCP2L1	ENSG00000115112
TMED3	ENSG00000166557
TMEM200C	ENSG00000206432
TMEM211	ENSG00000206069
TNFRSF11A	ENSG00000141655
TNFRSF19	ENSG00000127863
TNFSF13	ENSG00000161955
TPD52L1	ENSG00000111907
TRPV4	ENSG00000111199
TRPV6	ENSG00000165125
VSIG10L	ENSG00000186806
VWDE	ENSG00000146530
WFDC2	ENSG00000101443
WNT5A	ENSG00000114251
WWC1	ENSG00000113645
