Gene	Ensembl
ST3GAL3	ENSG00000126091
STBD1	ENSG00000118804
SUCLA2	ENSG00000136143
SVIL	ENSG00000197321
SYNPO2	ENSG00000172403
TARS3	ENSG00000185418
TBX1	ENSG00000184058
TBX15	ENSG00000092607
TCF15	ENSG00000125878
THBS4	ENSG00000113296
TLL2	ENSG00000095587
TMEM143	ENSG00000161558
TMEM178B	ENSG00000261115
TMEM233	ENSG00000224982
TMEM38B	ENSG00000095209
TMOD1	ENSG00000136842
TOMM40L	ENSG00000158882
TPI1	ENSG00000111669
TPM1	ENSG00000140416
TRAK1	ENSG00000182606
TRDN	ENSG00000186439
TTN	ENSG00000155657
TUBA4A	ENSG00000127824
TUBA8	ENSG00000183785
UBAC1	ENSG00000130560
UBE2D1	ENSG00000072401
UBR3	ENSG00000144357
UGP2	ENSG00000169764
UQCRC1	ENSG00000010256
UQCRC2	ENSG00000140740
UQCRFS1	ENSG00000169021
USP13	ENSG00000058056
USP28	ENSG00000048028
VDAC1	ENSG00000213585
VIT	ENSG00000205221
WDR62	ENSG00000075702
WSB2	ENSG00000176871
XIRP2	ENSG00000163092
ZBTB16	ENSG00000109906
ZNF106	ENSG00000103994
ZYG11B	ENSG00000162378
