Gene	Ensembl
CDCA5	ENSG00000146670
CDT1	ENSG00000167513
CKAP2L	ENSG00000169607
CXCR5	ENSG00000160683
DENND1C	ENSG00000205744
DLGAP5	ENSG00000126787
DOCK2	ENSG00000134516
FFAR1	ENSG00000126266
FYB1	ENSG00000082074
GAPT	ENSG00000175857
GCNT7	ENSG00000124091
GFI1	ENSG00000162676
GMFG	ENSG00000130755
GYPE	ENSG00000197465
H1-3	ENSG00000124575
H2AC14	ENSG00000276368
H2AC20	ENSG00000184260
HBA1	ENSG00000206172
HK3	ENSG00000160883
ICAM3	ENSG00000076662
IFITM10	ENSG00000244242
IGHD3-16	ENSG00000211917
ING3	ENSG00000071243
IRAG2	ENSG00000118308
ITGA4	ENSG00000115232
ITGAX	ENSG00000140678
KEL	ENSG00000197993
KIF15	ENSG00000163808
LCP2	ENSG00000043462
LRRC25	ENSG00000175489
LTF	ENSG00000012223
MAPKAPK3	ENSG00000114738
MNDA	ENSG00000163563
MYB	ENSG00000118513
P2RY8	ENSG00000182162
PCLAF	ENSG00000166803
PLPPR3	ENSG00000129951
PRRT4	ENSG00000224940
PSTPIP1	ENSG00000140368
RAC2	ENSG00000128340
RASAL3	ENSG00000105122
RASGRP4	ENSG00000171777
RHD	ENSG00000187010
RILPL2	ENSG00000150977
RRP12	ENSG00000052749
SASH3	ENSG00000122122
SOD2	ENSG00000112096
TENT5A	ENSG00000112773
TMCC2	ENSG00000133069
TRIM58	ENSG00000162722
YPEL5	ENSG00000119801
ABCA7	ENSG00000064687
ABCB10	ENSG00000135776
AC001226.2	ENSG00000283208
AC018755.2	ENSG00000268500
AC093525.1	ENSG00000259784
ACAP1	ENSG00000072818
ACSL6	ENSG00000164398
ADAM8	ENSG00000151651
ADD2	ENSG00000075340
ADGRE1	ENSG00000174837
ADGRE3	ENSG00000131355
ADGRE5	ENSG00000123146
ADNP2	ENSG00000101544
ADORA2A	ENSG00000128271
AFF2	ENSG00000155966
AGTPBP1	ENSG00000135049
AIF1	ENSG00000204472
AL034430.1	ENSG00000285508
AL049634.2	ENSG00000260861
ALDH3B1	ENSG00000006534
ALYREF	ENSG00000183684
AMPD3	ENSG00000133805
ANKRD18A	ENSG00000180071
ANKRD36B	ENSG00000196912
ANXA2R	ENSG00000177721
ANXA3	ENSG00000138772
AOAH	ENSG00000136250
AP000781.2	ENSG00000254979
AP001267.5	ENSG00000285827
APAF1	ENSG00000120868
APOBEC3B	ENSG00000179750
ARAP2	ENSG00000047365
AREG	ENSG00000109321
ARHGAP11A	ENSG00000198826
ARHGAP11B	ENSG00000285077
ARHGAP30	ENSG00000186517
ARHGAP4	ENSG00000089820
ARHGAP9	ENSG00000123329
ARID3B	ENSG00000179361
ARRB2	ENSG00000141480
ATAD5	ENSG00000176208
ATG16L2	ENSG00000168010
ATP2B1	ENSG00000070961
ATP5MGL	ENSG00000249222
AURKB	ENSG00000178999
B3GNT5	ENSG00000176597
BACH1	ENSG00000156273
BACH2	ENSG00000112182
BATF	ENSG00000156127
BAZ1A	ENSG00000198604
BCLAF1	ENSG00000029363
BEST1	ENSG00000167995
BID	ENSG00000015475
BIN2	ENSG00000110934
BIRC5	ENSG00000089685
BLM	ENSG00000197299
BLVRB	ENSG00000090013
BNIP2	ENSG00000140299
BPGM	ENSG00000172331
BRCA2	ENSG00000139618
BRIP1	ENSG00000136492
BTK	ENSG00000010671
BUB1B	ENSG00000156970
C12orf71	ENSG00000214700
C15orf39	ENSG00000167173
C16orf72	ENSG00000182831
C1orf162	ENSG00000143110
C5AR1	ENSG00000197405
CARD9	ENSG00000187796
CASP8	ENSG00000064012
CCDC18	ENSG00000122483
CCDC88B	ENSG00000168071
CCL3	ENSG00000277632
CCL3L3	ENSG00000276085
CCL4	ENSG00000275302
CCL4L2	ENSG00000276070
CCL5	ENSG00000271503
CCNA2	ENSG00000145386
CCNB1	ENSG00000134057
CCNE1	ENSG00000105173
CCNE2	ENSG00000175305
CCNK	ENSG00000090061
CD101	ENSG00000134256
CD177	ENSG00000204936
CD244	ENSG00000122223
CD300C	ENSG00000167850
CD300E	ENSG00000186407
CD300LF	ENSG00000186074
CD33	ENSG00000105383
CD37	ENSG00000104894
CD7	ENSG00000173762
CD83	ENSG00000112149
CDA	ENSG00000158825
CDC20	ENSG00000117399
CDC25A	ENSG00000164045
CDC25C	ENSG00000158402
CDC45	ENSG00000093009
CDC6	ENSG00000094804
CDCA4	ENSG00000170779
CDCA8	ENSG00000134690
CDK1	ENSG00000170312
CDKN2D	ENSG00000129355
CEACAM21	ENSG00000007129
CEACAM6	ENSG00000086548
CELF2	ENSG00000048740
CENPE	ENSG00000138778
CENPF	ENSG00000117724
CENPH	ENSG00000153044
CENPI	ENSG00000102384
CENPK	ENSG00000123219
CENPL	ENSG00000120334
CENPM	ENSG00000100162
CENPN	ENSG00000166451
CENPU	ENSG00000151725
CENPW	ENSG00000203760
CEP152	ENSG00000103995
CGAS	ENSG00000164430
CHAF1A	ENSG00000167670
CHD1	ENSG00000153922
CHEK1	ENSG00000149554
CHI3L1	ENSG00000133048
CHIT1	ENSG00000133063
CHRFAM7A	ENSG00000166664
CHST11	ENSG00000171310
CIB3	ENSG00000141977
CIP2A	ENSG00000163507
CKAP2	ENSG00000136108
CKS2	ENSG00000123975
CLEC11A	ENSG00000105472
CLEC12A	ENSG00000172322
CLEC2B	ENSG00000110852
CLEC4A	ENSG00000111729
CLEC4E	ENSG00000166523
CLSPN	ENSG00000092853
CNGB3	ENSG00000170289
CNTF	ENSG00000242689
CNTNAP3C	ENSG00000283378
CNTRL	ENSG00000119397
CORO7	ENSG00000262246
COTL1	ENSG00000103187
CRACR2A	ENSG00000130038
CREBRF	ENSG00000164463
CRLF2	ENSG00000205755
CSF2RB	ENSG00000100368
CSRNP1	ENSG00000144655
CTSS	ENSG00000163131
CTSW	ENSG00000172543
CWC25	ENSG00000273559
CXCR3	ENSG00000186810
CXCR4	ENSG00000121966
CYBA	ENSG00000051523
CYBB	ENSG00000165168
CYLD	ENSG00000083799
CYRIB	ENSG00000153310
CYTH4	ENSG00000100055
CYTIP	ENSG00000115165
DDIAS	ENSG00000165490
DDX3Y	ENSG00000067048
DDX60L	ENSG00000181381
DEF6	ENSG00000023892
DENND3	ENSG00000105339
DEPDC1	ENSG00000024526
DEPDC1B	ENSG00000035499
DHRS13	ENSG00000167536
DIAPH3	ENSG00000139734
DNAJC9	ENSG00000213551
DOK3	ENSG00000146094
DPEP2	ENSG00000167261
DPPA4	ENSG00000121570
DUSP2	ENSG00000158050
E2F1	ENSG00000101412
E2F7	ENSG00000165891
E2F8	ENSG00000129173
EAF1	ENSG00000144597
EAF2	ENSG00000145088
EBLN2	ENSG00000255423
EHD1	ENSG00000110047
ELF1	ENSG00000120690
ELF4	ENSG00000102034
EMB	ENSG00000170571
EME1	ENSG00000154920
ERCC6L	ENSG00000186871
ESCO2	ENSG00000171320
ESPL1	ENSG00000135476
EVI2B	ENSG00000185862
EXO1	ENSG00000174371
EZH2	ENSG00000106462
FAM117A	ENSG00000121104
FAM151B	ENSG00000152380
FAM160B1	ENSG00000151553
FAM72B	ENSG00000188610
FAM72C	ENSG00000263513
FAM72D	ENSG00000215784
FAM76B	ENSG00000077458
FANCA	ENSG00000187741
FANCB	ENSG00000181544
FANCD2	ENSG00000144554
FANCI	ENSG00000140525
FBXO33	ENSG00000165355
FBXO7	ENSG00000100225
FCAR	ENSG00000186431
FCER1G	ENSG00000158869
FCGR3B	ENSG00000162747
FCRL6	ENSG00000181036
FEM1C	ENSG00000145780
FERMT3	ENSG00000149781
FES	ENSG00000182511
FFAR2	ENSG00000126262
FGD3	ENSG00000127084
FGFBP2	ENSG00000137441
FHDC1	ENSG00000137460
FLT3	ENSG00000122025
FMNL1	ENSG00000184922
FOXM1	ENSG00000111206
FOXN2	ENSG00000170802
FPR1	ENSG00000171051
G0S2	ENSG00000123689
G6PD	ENSG00000160211
GBP5	ENSG00000154451
GCH1	ENSG00000131979
GINS2	ENSG00000131153
GJB6	ENSG00000121742
GLT1D1	ENSG00000151948
GMIP	ENSG00000089639
GNA13	ENSG00000120063
GNA15	ENSG00000060558
GNLY	ENSG00000115523
GP1BA	ENSG00000185245
GP9	ENSG00000169704
GPCPD1	ENSG00000125772
GPR132	ENSG00000183484
GPR160	ENSG00000173890
GPR18	ENSG00000125245
GPR183	ENSG00000169508
GPR65	ENSG00000140030
GPR84	ENSG00000139572
GPSM3	ENSG00000213654
GRK2	ENSG00000173020
GRK6	ENSG00000198055
GTPBP1	ENSG00000100226
GTSE1	ENSG00000075218
GYPC	ENSG00000136732
GZMB	ENSG00000100453
GZMH	ENSG00000100450
GZMM	ENSG00000197540
H1-0	ENSG00000189060
H1-10	ENSG00000184897
H2AC12	ENSG00000274997
H2AC13	ENSG00000196747
H2AC17	ENSG00000278677
H2AC4	ENSG00000278463
H2AZ1	ENSG00000164032
H2BC13	ENSG00000185130
H2BC14	ENSG00000273703
H2BC17	ENSG00000274641
H2BC3	ENSG00000276410
H3-3B	ENSG00000132475
H3C12	ENSG00000197153
H3C3	ENSG00000287080
H3C4	ENSG00000197409
H3C7	ENSG00000277775
H4C12	ENSG00000273542
HACD4	ENSG00000188921
HASPIN	ENSG00000177602
HAUS2	ENSG00000137814
HCAR3	ENSG00000255398
HCLS1	ENSG00000180353
HELLS	ENSG00000119969
HHEX	ENSG00000152804
HIF1A	ENSG00000100644
HIPK1	ENSG00000163349
HJURP	ENSG00000123485
HLX	ENSG00000136630
HMGA2	ENSG00000149948
HMMR	ENSG00000072571
HRH2	ENSG00000113749
HROB	ENSG00000125319
HSH2D	ENSG00000196684
HYAL3	ENSG00000186792
ICOSLG	ENSG00000160223
IFI44	ENSG00000137965
IFIH1	ENSG00000115267
IFIT2	ENSG00000119922
IGHD2-15	ENSG00000211918
IGHD2-8	ENSG00000211925
IGHD3-3	ENSG00000211930
IL10RA	ENSG00000110324
IL17RA	ENSG00000177663
IL1B	ENSG00000125538
IL2RB	ENSG00000100385
IL31RA	ENSG00000164509
INCENP	ENSG00000149503
INO80D	ENSG00000114933
IQGAP3	ENSG00000183856
IRAK2	ENSG00000134070
IRAK3	ENSG00000090376
IRF1	ENSG00000125347
IRF4	ENSG00000137265
IRF8	ENSG00000140968
IRS2	ENSG00000185950
ITGA2B	ENSG00000005961
ITGAE	ENSG00000083457
ITGAL	ENSG00000005844
ITGB2	ENSG00000160255
ITPRIP	ENSG00000148841
JARID2	ENSG00000008083
JMJD6	ENSG00000070495
KBTBD8	ENSG00000163376
KCNH2	ENSG00000055118
KDM5A	ENSG00000073614
KIF11	ENSG00000138160
KIF14	ENSG00000118193
KIF18B	ENSG00000186185
KIF20A	ENSG00000112984
KIF20B	ENSG00000138182
KIF21B	ENSG00000116852
KIF22	ENSG00000079616
KIF23	ENSG00000137807
KIF4A	ENSG00000090889
KIFC1	ENSG00000237649
KLF6	ENSG00000067082
KLHL15	ENSG00000174010
KLHL28	ENSG00000179454
KLRB1	ENSG00000111796
KLRC3	ENSG00000205810
KLRF1	ENSG00000150045
KLRK1	ENSG00000213809
KNTC1	ENSG00000184445
LAPTM5	ENSG00000162511
LAT2	ENSG00000086730
LCN2	ENSG00000148346
LCP1	ENSG00000136167
LHFPL5	ENSG00000197753
LIG1	ENSG00000105486
LILRA2	ENSG00000239998
LILRA5	ENSG00000187116
LIMD2	ENSG00000136490
LIN7A	ENSG00000111052
LMNB1	ENSG00000113368
LPCAT2	ENSG00000087253
LRRC37B	ENSG00000185158
LY6G6E	ENSG00000255552
LY6G6F	ENSG00000204424
LY75-CD302	ENSG00000248672
LY9	ENSG00000122224
LYL1	ENSG00000104903
LYN	ENSG00000254087
LYST	ENSG00000143669
LYZ	ENSG00000090382
MAD2L1	ENSG00000164109
MAP2K3	ENSG00000034152
MATK	ENSG00000007264
MCL1	ENSG00000143384
MCM10	ENSG00000065328
MCM2	ENSG00000073111
MCM4	ENSG00000104738
MCM5	ENSG00000100297
MCM7	ENSG00000166508
MCTP1	ENSG00000175471
MEFV	ENSG00000103313
MELK	ENSG00000165304
MGAT4A	ENSG00000071073
MIER1	ENSG00000198160
MIS18BP1	ENSG00000129534
MLNR	ENSG00000102539
MMP25	ENSG00000008516
MND1	ENSG00000121211
MPP1	ENSG00000130830
MTF1	ENSG00000188786
MTFR2	ENSG00000146410
MTMR3	ENSG00000100330
MTPAP	ENSG00000107951
MXD1	ENSG00000059728
MXD3	ENSG00000213347
MYO1G	ENSG00000136286
NAA16	ENSG00000172766
NCAPG	ENSG00000109805
NCAPG2	ENSG00000146918
NCAPH	ENSG00000121152
NCF1	ENSG00000158517
NCF2	ENSG00000116701
NCF4	ENSG00000100365
NDC80	ENSG00000080986
NFAM1	ENSG00000235568
NFKBIA	ENSG00000100906
NFKBID	ENSG00000167604
NIN	ENSG00000100503
NINJ1	ENSG00000131669
NLRC4	ENSG00000091106
NLRC5	ENSG00000140853
NLRP12	ENSG00000142405
NOCT	ENSG00000151014
NOD2	ENSG00000167207
NR4A2	ENSG00000153234
NRROS	ENSG00000174004
NUDT1	ENSG00000106268
NUFIP2	ENSG00000108256
NUP210	ENSG00000132182
OASL	ENSG00000135114
OIP5	ENSG00000104147
OR4K17	ENSG00000176230
OR52K1	ENSG00000196778
ORC1	ENSG00000085840
ORC6	ENSG00000091651
OSBP2	ENSG00000184792
OTUD1	ENSG00000165312
OTULIN	ENSG00000154124
OTULINL	ENSG00000145569
P2RX1	ENSG00000108405
P2RY13	ENSG00000181631
PARP8	ENSG00000151883
PARPBP	ENSG00000185480
PARVG	ENSG00000138964
PATL2	ENSG00000229474
PCNA	ENSG00000132646
PDE4B	ENSG00000184588
PDE4D	ENSG00000113448
PDZD8	ENSG00000165650
PEAK3	ENSG00000188305
PGD	ENSG00000142657
PHACTR1	ENSG00000112137
PIK3CD	ENSG00000171608
PIK3R5	ENSG00000141506
PIM1	ENSG00000137193
PIM2	ENSG00000102096
PIWIL4	ENSG00000134627
PKLR	ENSG00000143627
PKMYT1	ENSG00000127564
PLAGL2	ENSG00000126003
PLBD1	ENSG00000121316
PLCB2	ENSG00000137841
PLD4	ENSG00000166428
PLEKHF2	ENSG00000175895
PLK1	ENSG00000166851
PMAIP1	ENSG00000141682
PNP	ENSG00000198805
POLE2	ENSG00000100479
POLQ	ENSG00000051341
PPBP	ENSG00000163736
PPM1A	ENSG00000100614
PPP1R15A	ENSG00000087074
PPP1R15B	ENSG00000158615
PRC1	ENSG00000198901
PREX1	ENSG00000124126
PRIM1	ENSG00000198056
PROK2	ENSG00000163421
PRR11	ENSG00000068489
PTAFR	ENSG00000169403
PTGER2	ENSG00000125384
PTGER4	ENSG00000171522
PTGS2	ENSG00000073756
PTK2B	ENSG00000120899
PTPN22	ENSG00000134242
PTPN6	ENSG00000111679
PTPN7	ENSG00000143851
PTPRC	ENSG00000081237
PTPRE	ENSG00000132334
PTTG1	ENSG00000164611
RAB19	ENSG00000146955
RAB32	ENSG00000118508
RAB37	ENSG00000172794
RAB8B	ENSG00000166128
RABGEF1	ENSG00000154710
RACGAP1	ENSG00000161800
RAD51AP1	ENSG00000111247
RAP1GAP2	ENSG00000132359
RASGEF1A	ENSG00000198915
RASGRP2	ENSG00000068831
RASSF5	ENSG00000266094
RBBP6	ENSG00000122257
RBL1	ENSG00000080839
RBM15	ENSG00000162775
RBM38	ENSG00000132819
RECQL4	ENSG00000160957
REL	ENSG00000162924
REM2	ENSG00000139890
RFESD	ENSG00000175449
RFLNB	ENSG00000183688
RFWD3	ENSG00000168411
RFX8	ENSG00000196460
RGCC	ENSG00000102760
RGS18	ENSG00000150681
RGS19	ENSG00000171700
RHOG	ENSG00000177105
RHOH	ENSG00000168421
RIN3	ENSG00000100599
RIOK3	ENSG00000101782
RIT1	ENSG00000143622
RNF103-CHMP3	ENSG00000249884
RNF125	ENSG00000101695
RNF138	ENSG00000134758
RNF139	ENSG00000170881
RNF166	ENSG00000158717
RNF24	ENSG00000101236
RP2	ENSG00000102218
RPIA	ENSG00000153574
RSRC2	ENSG00000111011
RUNX3	ENSG00000020633
S100A8	ENSG00000143546
S100A9	ENSG00000163220
S100P	ENSG00000163993
S100Z	ENSG00000171643
S1PR4	ENSG00000125910
S1PR5	ENSG00000180739
SAMSN1	ENSG00000155307
SEC14L3	ENSG00000100012
SEC14L4	ENSG00000133488
SERPINB1	ENSG00000021355
SERTAD2	ENSG00000179833
SGO1	ENSG00000129810
SH2B3	ENSG00000111252
SHCBP1	ENSG00000171241
SHLD3	ENSG00000253251
SIGLEC5	ENSG00000105501
SIRPB1	ENSG00000101307
SKA1	ENSG00000154839
SKA3	ENSG00000165480
SLA2	ENSG00000101082
SLC22A15	ENSG00000163393
SLC22A4	ENSG00000197208
SLC25A21	ENSG00000183032
SLC25A37	ENSG00000147454
SLC2A3	ENSG00000059804
SLC2A5	ENSG00000142583
SLC7A5	ENSG00000103257
SLFN13	ENSG00000154760
SMIM35	ENSG00000255274
SNX18	ENSG00000178996
SNX20	ENSG00000167208
SOX6	ENSG00000110693
SP100	ENSG00000067066
SPAG5	ENSG00000076382
SPC24	ENSG00000161888
SPTB	ENSG00000070182
SPTY2D1	ENSG00000179119
STAM	ENSG00000136738
STIL	ENSG00000123473
STK10	ENSG00000072786
STK26	ENSG00000134602
STK4	ENSG00000101109
STX11	ENSG00000135604
STXBP2	ENSG00000076944
SUCO	ENSG00000094975
TACC3	ENSG00000013810
TAGAP	ENSG00000164691
TAL1	ENSG00000162367
TASL	ENSG00000120280
TCL1B	ENSG00000213231
TEDC2	ENSG00000162062
TENT5C	ENSG00000183508
TET3	ENSG00000187605
TFDP1	ENSG00000198176
TFEC	ENSG00000105967
TFRC	ENSG00000072274
THEMIS2	ENSG00000130775
TICRR	ENSG00000140534
TK1	ENSG00000167900
TKT	ENSG00000163931
TLE3	ENSG00000140332
TLR1	ENSG00000174125
TLR2	ENSG00000137462
TMEM131L	ENSG00000121210
TMEM170B	ENSG00000205269
TMEM71	ENSG00000165071
TMPPE	ENSG00000188167
TNF	ENSG00000232810
TNFAIP3	ENSG00000118503
TNFRSF10C	ENSG00000173535
TNFSF8	ENSG00000106952
TONSL	ENSG00000160949
TPX2	ENSG00000088325
TRAJ54	ENSG00000211836
TRBJ2-2	ENSG00000211765
TRBJ2-2P	ENSG00000211766
TRBJ2-4	ENSG00000211768
TRBJ2-7	ENSG00000211771
TRDJ1	ENSG00000211825
TREM1	ENSG00000124731
TREML1	ENSG00000161911
TREML2	ENSG00000112195
TRGC2	ENSG00000227191
TRGJ1	ENSG00000211690
TRGJ2	ENSG00000211687
TRGV10	ENSG00000211694
TRIB1	ENSG00000173334
TRIM10	ENSG00000204613
TROAP	ENSG00000135451
TRPM2	ENSG00000142185
TUBB1	ENSG00000101162
TYMS	ENSG00000176890
TYROBP	ENSG00000011600
UBALD2	ENSG00000185262
UBE2C	ENSG00000175063
UBE2S	ENSG00000108106
UGCG	ENSG00000148154
UGT3A2	ENSG00000168671
UNC13D	ENSG00000092929
USP15	ENSG00000135655
UTP15	ENSG00000164338
VAV1	ENSG00000141968
VCPIP1	ENSG00000175073
VNN2	ENSG00000112303
VRK1	ENSG00000100749
WAS	ENSG00000015285
WDFY4	ENSG00000128815
WDR76	ENSG00000092470
WHAMM	ENSG00000156232
XCL2	ENSG00000143185
XK	ENSG00000047597
XRCC2	ENSG00000196584
YOD1	ENSG00000180667
YRDC	ENSG00000196449
Z82206.1	ENSG00000225528
Z83844.2	ENSG00000285304
ZAP70	ENSG00000115085
ZBP1	ENSG00000124256
ZBTB21	ENSG00000173276
ZBTB43	ENSG00000169155
ZC3H12A	ENSG00000163874
ZC3HAV1	ENSG00000105939
ZCCHC8	ENSG00000033030
ZDHHC18	ENSG00000204160
ZGRF1	ENSG00000138658
ZNF281	ENSG00000162702
ZNF367	ENSG00000165244
ZNF451	ENSG00000112200
ZNF492	ENSG00000229676
ZNF724	ENSG00000196081
ZNF800	ENSG00000048405
ZNF850	ENSG00000267041
ZWINT	ENSG00000122952
ZXDC	ENSG00000070476
