Gene	Ensembl
GASK1B	ENSG00000164125
GATA6	ENSG00000141448
GJD2	ENSG00000159248
GRAMD1B	ENSG00000023171
GSTA1	ENSG00000243955
GSTA4	ENSG00000170899
H2AW	ENSG00000181218
H3-2	ENSG00000273213
HDHD3	ENSG00000119431
HOXA5	ENSG00000106004
HSPD1	ENSG00000144381
HTR2B	ENSG00000135914
IGLV9-49	ENSG00000223350
IL1RAPL2	ENSG00000189108
IL23R	ENSG00000162594
JAZF1	ENSG00000153814
KCNJ5	ENSG00000120457
KCNN2	ENSG00000080709
KCNQ1	ENSG00000053918
KLF14	ENSG00000266265
KLHDC8B	ENSG00000185909
KLHL4	ENSG00000102271
LDLR	ENSG00000130164
LONP1	ENSG00000196365
LRMDA	ENSG00000148655
LRRN3	ENSG00000173114
LRRTM3	ENSG00000198739
LSP1	ENSG00000130592
MAP3K5	ENSG00000197442
MBOAT7	ENSG00000125505
MCF2	ENSG00000101977
MGST1	ENSG00000008394
MINAR1	ENSG00000169330
MOCOS	ENSG00000075643
MYO7A	ENSG00000137474
NCAM2	ENSG00000154654
NCBP2L	ENSG00000170935
NGEF	ENSG00000066248
NR4A2	ENSG00000153234
NRCAM	ENSG00000091129
NRK	ENSG00000123572
PABPC5	ENSG00000174740
PABPN1L	ENSG00000205022
PAPSS2	ENSG00000198682
PCED1B	ENSG00000179715
PCSK2	ENSG00000125851
PDGFD	ENSG00000170962
PEG10	ENSG00000242265
PHYHIPL	ENSG00000165443
PLBD2	ENSG00000151176
PLEK2	ENSG00000100558
PNMA8B	ENSG00000204851
PORCN	ENSG00000102312
PRLHR	ENSG00000119973
PRR33	ENSG00000283787
QPCT	ENSG00000115828
RAET1G	ENSG00000203722
RALYL	ENSG00000184672
RARRES2	ENSG00000106538
RDX	ENSG00000137710
RGS7	ENSG00000182901
RMDN2	ENSG00000115841
RTL1	ENSG00000254656
RUNDC3B	ENSG00000105784
RXFP1	ENSG00000171509
SCAP	ENSG00000114650
SCD5	ENSG00000145284
SEMA3B	ENSG00000012171
SEMA6A	ENSG00000092421
SERPINA5	ENSG00000188488
SH3BP5	ENSG00000131370
SLC23A2	ENSG00000089057
SLC27A6	ENSG00000113396
SLC47A1	ENSG00000142494
SLC8B1	ENSG00000089060
SLITRK4	ENSG00000179542
SMIM4	ENSG00000168273
SNCG	ENSG00000173267
SREBF1	ENSG00000072310
ST3GAL5	ENSG00000115525
ST8SIA5	ENSG00000101638
STAMBPL1	ENSG00000138134
STK32A	ENSG00000169302
TBX3	ENSG00000135111
TLX2	ENSG00000115297
TM7SF2	ENSG00000149809
TNXB	ENSG00000168477
TPD52L1	ENSG00000111907
UCP1	ENSG00000109424
VEPH1	ENSG00000197415
VSTM2A	ENSG00000170419
VWA5B2	ENSG00000145198
WHRN	ENSG00000095397
ZNF275	ENSG00000063587
ZNF836	ENSG00000196267
