Gene	Ensembl
CFAP70	ENSG00000156042
CFAP77	ENSG00000188523
CFAP94	ENSG00000118307
CHST11	ENSG00000171310
CLDN2	ENSG00000165376
CNNM2	ENSG00000148842
COL10A1	ENSG00000123500
COL9A3	ENSG00000092758
CPXM2	ENSG00000121898
CRB2	ENSG00000148204
CRHR2	ENSG00000106113
CSAG1	ENSG00000198930
CTXN2	ENSG00000233932
DCDC1	ENSG00000170959
DCDC2	ENSG00000146038
DIPK1C	ENSG00000187773
DLEC1	ENSG00000008226
DMRT3	ENSG00000064218
DNAH10	ENSG00000197653
DNAH5	ENSG00000039139
DNAH6	ENSG00000115423
DNAH7	ENSG00000118997
DNAI3	ENSG00000162643
DNER	ENSG00000187957
DOC2A	ENSG00000149927
DOCK8	ENSG00000107099
DRC1	ENSG00000157856
DRC7	ENSG00000159625
ECRG4	ENSG00000119147
EFCAB12	ENSG00000172771
EFHC2	ENSG00000183690
ENKUR	ENSG00000151023
ENO4	ENSG00000188316
ENPP2	ENSG00000136960
EPHA4	ENSG00000116106
EPHX4	ENSG00000172031
ETDC	ENSG00000283644
ETV3L	ENSG00000253831
EYA1	ENSG00000104313
FAM133A	ENSG00000179083
FAM160A1	ENSG00000164142
FAM180B	ENSG00000196666
FAM184A	ENSG00000111879
FAM227A	ENSG00000184949
FANK1	ENSG00000203780
FAT1	ENSG00000083857
FER1L5	ENSG00000249715
FGF1	ENSG00000113578
FGF16	ENSG00000196468
FGF17	ENSG00000158815
FGFR2	ENSG00000066468
FHAD1	ENSG00000142621
FHIT	ENSG00000189283
FLACC1	ENSG00000155749
FOLR1	ENSG00000110195
FOXJ1	ENSG00000129654
FRK	ENSG00000111816
FRMPD2	ENSG00000170324
FYB2	ENSG00000187889
FZD2	ENSG00000180340
FZD8	ENSG00000177283
GALNT11	ENSG00000178234
GALNT17	ENSG00000185274
GLIS3	ENSG00000107249
GMNC	ENSG00000205835
GNG8	ENSG00000167414
GOLGA7B	ENSG00000155265
GPM6B	ENSG00000046653
GPR1	ENSG00000183671
GPR143	ENSG00000101850
GPR155	ENSG00000163328
GRAMD1B	ENSG00000023171
H3C11	ENSG00000275379
H3C12	ENSG00000197153
H3C7	ENSG00000277775
HDAC9	ENSG00000048052
HIGD1B	ENSG00000131097
HRK	ENSG00000135116
HTR2A	ENSG00000102468
HVCN1	ENSG00000122986
HYDIN	ENSG00000157423
IGSF9B	ENSG00000080854
IL17RD	ENSG00000144730
IL5RA	ENSG00000091181
IQCA1	ENSG00000132321
IRS4	ENSG00000133124
ISYNA1	ENSG00000105655
ITGB8	ENSG00000105855
ITPKB	ENSG00000143772
KCNE1B	ENSG00000276289
KCNIP1	ENSG00000182132
KCNK13	ENSG00000152315
KCNK18	ENSG00000186795
KCNMB4	ENSG00000135643
KIF27	ENSG00000165115
KL	ENSG00000133116
KLHDC7A	ENSG00000179023
LHPP	ENSG00000107902
LRGUK	ENSG00000155530
LRRC3B	ENSG00000179796
LRRC6	ENSG00000129295
LRRC71	ENSG00000160838
LRRC74B	ENSG00000187905
LY6H	ENSG00000176956
MAP6D1	ENSG00000180834
MAPK15	ENSG00000181085
MDH1B	ENSG00000138400
METRN	ENSG00000103260
MFAP3L	ENSG00000198948
MORN3	ENSG00000139714
MSMP	ENSG00000215183
MSX1	ENSG00000163132
MTRNR2L1	ENSG00000256618
MTRNR2L12	ENSG00000269028
MTRNR2L13	ENSG00000270394
MTRNR2L8	ENSG00000255823
MYO7A	ENSG00000137474
NEK11	ENSG00000114670
NELL2	ENSG00000184613
NFATC2	ENSG00000101096
NME9	ENSG00000181322
NT5DC1	ENSG00000178425
NTM	ENSG00000182667
OGDHL	ENSG00000197444
OR2A42	ENSG00000212807
P2RY14	ENSG00000174944
PIP5K1B	ENSG00000107242
PLEKHG4B	ENSG00000153404
POU5F1B	ENSG00000212993
PRDM16	ENSG00000142611
QDPR	ENSG00000151552
RAB26	ENSG00000167964
RAB33A	ENSG00000134594
REEP2	ENSG00000132563
RFX3	ENSG00000080298
RGS20	ENSG00000147509
RIPPLY2	ENSG00000203877
RNF152	ENSG00000176641
RNF175	ENSG00000145428
RNF182	ENSG00000180537
RPA4	ENSG00000204086
RPE65	ENSG00000116745
RTL9	ENSG00000243978
RYR3	ENSG00000198838
SAMD13	ENSG00000203943
SCRG1	ENSG00000164106
SERP2	ENSG00000151778
SERPINF1	ENSG00000132386
SFRP1	ENSG00000104332
SHANK2	ENSG00000162105
SLC16A10	ENSG00000112394
SLC16A6	ENSG00000108932
SLC19A1	ENSG00000173638
SLC20A2	ENSG00000168575
SLC23A2	ENSG00000089057
SLC28A3	ENSG00000197506
SLC29A4	ENSG00000164638
SLC2A12	ENSG00000146411
SLC38A11	ENSG00000169507
SLC47A2	ENSG00000180638
SLC4A10	ENSG00000144290
SLC4A5	ENSG00000188687
SLC5A3	ENSG00000198743
SLC9C2	ENSG00000162753
SLCO1A2	ENSG00000084453
SOD3	ENSG00000109610
SOSTDC1	ENSG00000171243
SPAG17	ENSG00000155761
SPAG6	ENSG00000077327
SPSB4	ENSG00000175093
SRARP	ENSG00000183888
STEAP1B	ENSG00000105889
STIM2	ENSG00000109689
STK33	ENSG00000130413
STOX1	ENSG00000165730
STRIP2	ENSG00000128578
SULF1	ENSG00000137573
SYNE1	ENSG00000131018
TAGLN3	ENSG00000144834
TCP11L2	ENSG00000166046
TCTEX1D4	ENSG00000188396
TMIE	ENSG00000181585
TMPRSS5	ENSG00000166682
TNFSF12-TNFSF13	ENSG00000248871
TP73	ENSG00000078900
TRAJ34	ENSG00000211855
TREML4	ENSG00000188056
TRPV4	ENSG00000111199
TTYH1	ENSG00000167614
VWA3A	ENSG00000175267
VWA5B1	ENSG00000158816
Z84488.1	ENSG00000285446
ZIC3	ENSG00000156925
ZIC5	ENSG00000139800
ZNF302	ENSG00000089335
