Gene	Ensembl
ACSL5	ENSG00000197142
AFF2	ENSG00000155966
AGBL3	ENSG00000146856
AK8	ENSG00000165695
AL713999.1	ENSG00000273088
ALG1L	ENSG00000189366
ALX1	ENSG00000180318
AMOT	ENSG00000126016
ANO1	ENSG00000131620
AP1S3	ENSG00000152056
ARMCX2	ENSG00000184867
ARSG	ENSG00000141337
ATP13A4	ENSG00000127249
ATP6V1C2	ENSG00000143882
B4GALT4	ENSG00000121578
BLACAT1	ENSG00000281406
CBLN4	ENSG00000054803
CCNB3	ENSG00000147082
CER1	ENSG00000147869
COL13A1	ENSG00000197467
CPLX2	ENSG00000145920
CPNE7	ENSG00000178773
CRACDL	ENSG00000196872
CRYBA4	ENSG00000196431
CRYBB1	ENSG00000100122
CTNNA2	ENSG00000066032
DACH2	ENSG00000126733
DAPL1	ENSG00000163331
DCAF12L1	ENSG00000198889
DCAF12L2	ENSG00000198354
DEFB136	ENSG00000205884
DNAH8	ENSG00000124721
DNAJC10	ENSG00000077232
DRICH1	ENSG00000189269
ECM1	ENSG00000143369
EGR2	ENSG00000122877
EME1	ENSG00000154920
EMX2	ENSG00000170370
ENAM	ENSG00000132464
FADS6	ENSG00000172782
FAR2	ENSG00000064763
FBXO16	ENSG00000214050
FCGR1A	ENSG00000150337
FCGR1B	ENSG00000198019
FOXP3	ENSG00000049768
FREM1	ENSG00000164946
GABRA2	ENSG00000151834
GALNT12	ENSG00000119514
GOLGA7B	ENSG00000155265
GRAMD2A	ENSG00000175318
GULP1	ENSG00000144366
HOXA5	ENSG00000106004
HOXB3	ENSG00000120093
HOXB4	ENSG00000182742
HOXB6	ENSG00000108511
HOXB8	ENSG00000120068
HOXB9	ENSG00000170689
HOXC8	ENSG00000037965
HOXD1	ENSG00000128645
HOXD4	ENSG00000170166
HOXD8	ENSG00000175879
ITGA2B	ENSG00000005961
KCNIP1	ENSG00000182132
KCNMB2	ENSG00000197584
KLHL8	ENSG00000145332
LCN10	ENSG00000187922
LCP1	ENSG00000136167
LHFPL5	ENSG00000197753
LONRF2	ENSG00000170500
LOXHD1	ENSG00000167210
LRATD1	ENSG00000162981
LRMDA	ENSG00000148655
MAP7D2	ENSG00000184368
MAS1L	ENSG00000204687
MC5R	ENSG00000176136
METTL7B	ENSG00000170439
MFSD2A	ENSG00000168389
MGAM	ENSG00000257335
MGAT4C	ENSG00000182050
MKRN2OS	ENSG00000225526
MSH4	ENSG00000057468
MYO3B	ENSG00000071909
MYOCOS	ENSG00000283683
NLRP11	ENSG00000179873
NRCAM	ENSG00000091129
NUP62CL	ENSG00000198088
OR2H2	ENSG00000204657
OR7A5	ENSG00000188269
P2RX2	ENSG00000187848
PCCA	ENSG00000175198
PEBP4	ENSG00000134020
PEMT	ENSG00000133027
PHF8	ENSG00000172943
PIK3C2G	ENSG00000139144
PJA1	ENSG00000181191
PLA1A	ENSG00000144837
PLEKHG7	ENSG00000187510
PNMA3	ENSG00000183837
PNMA6E	ENSG00000214897
PNP	ENSG00000198805
PNPLA5	ENSG00000100341
PRAF2	ENSG00000243279
PRDM9	ENSG00000164256
PROKR1	ENSG00000169618
PRRG3	ENSG00000130032
PRSS45P	ENSG00000188086
PXYLP1	ENSG00000155893
QPCT	ENSG00000115828
RAB40A	ENSG00000172476
RCN2	ENSG00000117906
RFPL4A	ENSG00000223638
RNF183	ENSG00000165188
RNF186	ENSG00000178828
SCUBE2	ENSG00000175356
SCYGR4	ENSG00000284631
SEC14L2	ENSG00000100003
SEC14L6	ENSG00000214491
SEMA4A	ENSG00000196189
SERTM2	ENSG00000260802
SLC15A2	ENSG00000163406
SLC16A6	ENSG00000108932
SLC1A1	ENSG00000106688
SLC38A11	ENSG00000169507
SLC5A12	ENSG00000148942
SPACA9	ENSG00000165698
STK26	ENSG00000134602
STX19	ENSG00000178750
TAS1R3	ENSG00000169962
TCP10L2	ENSG00000166984
TDRD5	ENSG00000162782
TFAP2B	ENSG00000008196
TMEM150C	ENSG00000249242
TP53TG3D	ENSG00000205456
TRAJ20	ENSG00000211869
TRAJ38	ENSG00000211851
TRAJ39	ENSG00000211850
TRDV2	ENSG00000211821
TRPM5	ENSG00000070985
TXK	ENSG00000074966
VPREB3	ENSG00000128218
VRTN	ENSG00000133980
VWDE	ENSG00000146530
WFDC10B	ENSG00000182931
WNK3	ENSG00000196632
ZC2HC1C	ENSG00000119703
ZNF185	ENSG00000147394
ZNF189	ENSG00000136870
